dex,name,type_1,type_2,total,hp,attack,defense,sp_atk,sp_def,speed,height_m,weight_kgs,bmi,is_legendary,is_mythical,is_paradox,is_ultra_beast,is_special,category,generation,has_bug,has_dark,has_dragon,has_electric,has_fairy,has_fighting,has_fire,has_flying,has_ghost,has_grass,has_ground,has_ice,has_normal,has_poison,has_psychic,has_rock,has_steel,has_water,is_dual_type,idx1,idx2,def_type,defense_score,eff_atk,eff_def,eff_spd,eff_atk_s,eff_def_s,eff_spd_s,bst_score,offensive_rating,defensive_rating,total_rating,tier,role
226,Mantine,Water,Flying,485,85,40,70,80,140,70,2.1,220,49.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,10,Water/Flying,53.84615384615385,80,8414.570696119916,0.375,0.37037037037037035,0.13199326582148888,0.25,19.25035136485859,37.153422070898635,40.794258120642695,38.97384009577067,D,Balanced
227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,1.7,50.5,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,17,10,Flying/Steel,92.3076923076923,80,6434.671708797583,0.375,0.37037037037037035,0.10093602680466797,0.25,16.29333600183721,34.01006327377633,48.63033055967915,41.32019691672774,D,Defensive
229,HoundoomMega Houndoom,Dark,Fire,600,75,90,90,140,90,115,1.9,49.5,13.7,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,2,Fire/Dark,53.84615384615385,140,6750,0.7099358974358975,0.6481481481481481,0.10588235294117647,0.47329059829059833,28.437980105000157,59.87669302606602,51.02189161832344,55.44929232219473,B,Balanced
229,Houndoom,Dark,Fire,500,75,90,50,110,80,95,1.4,35,17.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,2,Fire/Dark,53.84615384615385,110,4743.416490252569,0.5240384615384616,0.5092592592592593,0.07440653318043246,0.3493589743589744,14.17374775096818,38.28258011244394,35.16890625670027,36.7257431845721,D,Balanced
230,Kingdra,Water,Dragon,540,75,95,95,95,95,85,1.8,152,46.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,15,Water/Dragon,38.46153846153847,114,7125,0.43108974358974356,0.5277777777777778,0.11176470588235295,0.28739316239316237,22.09231638297301,45.493673849036355,39.47979752927769,42.48673568915702,D,Balanced
232,Donphan,Ground,NA,500,90,120,120,60,60,50,1.1,120,99.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,9,NA,Ground,33.33333333333333,120,7636.753236814713,0.3557692307692308,0.5555555555555556,0.11979220763630923,0.2371794871794872,18.50280618625002,41.580533791042235,34.71115250285477,38.14584314694851,D,Balanced
235,Smeargle,Normal,NA,250,55,20,35,20,45,75,1.2,58,40.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,1,NA,Normal,33.33333333333333,24,2182.744831628287,0.3798076923076923,0.1111111111111111,0.034239134613777054,0.2532051282051282,1.5075156203442373,11.123206838283311,12.995921517741552,12.059564178012431,F,Balanced
237,Hitmontop,Fighting,NA,455,50,95,95,35,110,70,1.4,48,24.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 2,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,7,NA,Fighting,25,95,5111.262075065219,0.375,0.4398148148148148,0.08017666000102304,0.25,15.574430642031121,35.24993504648171,27.637559370944565,31.443747208713138,F,Balanced
241,Miltank,Normal,NA,490,95,80,105,40,70,100,1.2,75.5,52.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,1,NA,Normal,33.33333333333333,80,8144.553394754067,0.5705128205128205,0.37037037037037035,0.12775770030986772,0.3803418803418803,20,41.005862441175445,35.28840702965905,38.14713473541725,D,Balanced
242,Blissey,Normal,NA,540,255,10,10,75,135,55,1.5,46.8,20.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,1,NA,Normal,33.33333333333333,75,9369.298266145657,0.3605769230769231,0.3472222222222222,0.1469693845669907,0.2403846153846154,30.740991339960704,47.80870508326008,46.351589902901814,47.08014749308094,C,Balanced
243,Raikou,Electric,NA,580,90,85,75,115,100,115,1.9,178,49.3,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 2,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4,NA,Electric,41.66666666666667,115,7794.228634059948,0.7099358974358975,0.5324074074074074,0.12226240994603839,0.47329059829059833,26.5048734868033,54.56964452767612,45.13361576995267,49.851630148814394,C,Balanced
244,Entei,Fire,NA,580,115,115,85,90,75,100,2.1,198,44.9,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 2,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,NA,Fire,50,115,9182.013668036005,0.5705128205128205,0.5324074074074074,0.1440315869495844,0.3803418803418803,25.826252249031818,51.790869121156675,47.477454780266285,49.63416195071148,C,Balanced
245,Suicune,Water,NA,580,100,75,115,90,115,85,2,187,46.8,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,3,NA,Water,41.66666666666667,90,11500,0.43108974358974356,0.4166666666666667,0.1803921568627451,0.28739316239316237,27.81186677390261,48.29165561251498,47.141278538608496,47.71646707556174,C,Balanced
248,TyranitarMega Tyranitar,Rock,Dark,700,100,164,150,95,120,71,2.5,255,40.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,13,16,Rock/Dark,23.076923076923077,164,13416.407864998737,0.37596153846153846,0.7592592592592593,0.21045345670586255,0.25064102564102564,36.43705889057747,66.49294202397505,52.96657433015065,59.72975817706285,B,Offensive
248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,202,50.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,13,16,Rock/Dark,23.076923076923077,134,10488.088481701516,0.3663461538461538,0.6203703703703703,0.1645190350070826,0.24423076923076922,27.81186677390261,53.27163055659467,42.40562275937174,47.838626657983205,C,Offensive
249,Lugia,Psychic,Flying,680,106,90,130,90,154,110,5.2,216,8,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,11,10,Flying/Psychic,23.076923076923077,108,14998.157220138744,0.6634615384615384,0.5,0.23526521129629402,0.4423076923076923,36.580434422607745,63.607410305770124,52.14987641679572,57.878643361282926,B,Offensive
250,Ho-oh,Fire,Flying,680,106,130,90,110,154,90,3.8,199,13.8,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,10,Fire/Flying,53.84615384615385,130,12479.221129541698,0.4775641025641026,0.6018518518518519,0.19575248830653644,0.3183760683760684,34.32595740398049,61.19705353040091,58.788974388294626,59.99301395934776,B,Balanced
251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,0.6,5,13.9,FALSE,TRUE,FALSE,FALSE,TRUE,Mythical,Gen 2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,11,5,Grass/Psychic,15.384615384615385,120,10000,0.5705128205128205,0.5555555555555556,0.1568627450980392,0.3803418803418803,29.63099596728616,56.367044232746196,41.34441979835705,48.855732015551624,C,Offensive
254,SceptileMega Sceptile,Grass,Dragon,630,70,110,75,145,85,145,1.9,55.2,15.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,15,Grass/Dragon,7.6923076923076925,145,5589.05179793496,0.9887820512820513,0.6712962962962963,0.08767140075192094,0.6591880341880342,29.63099596728616,66.11642608119939,38.070579670802346,52.09350287600087,C,Offensive
254,Sceptile,Grass,NA,530,70,85,65,105,85,120,1.7,52.2,18.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,5,NA,Grass,16.666666666666664,105,5203.124061561477,0.7564102564102564,0.4861111111111111,0.08161763233821925,0.5042735042735043,19.25035136485859,46.42595459478534,29.12584120764252,37.77589790121393,D,Offensive
257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,1.9,52,14.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,7,Fire/Fighting,46.15384615384615,138,5600,0.38461538461538464,0.6388888888888888,0.08784313725490196,0.25641025641025644,18.2048443050568,44.05241594909903,37.992566778661626,41.02249136388033,D,Balanced
257,BlazikenMega Blaziken,Fire,Fighting,630,80,160,80,130,80,100,1.9,52,14.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,7,Fire/Fighting,46.15384615384615,160,6400,0.5705128205128205,0.7407407407407407,0.1003921568627451,0.3803418803418803,27.167147967015715,59.11992825861954,47.867158022319884,53.49354314046971,C,Offensive
260,SwampertMega Swampert,Water,Ground,635,100,150,110,95,110,70,1.9,102,28.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,9,Water/Ground,53.84615384615385,150,11000,0.375,0.6944444444444444,0.17254901960784313,0.25,31.765185127962102,59.633812578942496,56.22687441906315,57.930343499002824,B,Balanced
260,Swampert,Water,Ground,535,100,110,90,85,90,60,1.5,81.9,36.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,9,Water/Ground,53.84615384615385,110,9000,0.36538461538461536,0.5092592592592593,0.1411764705882353,0.24358974358974358,20,41.970990447461034,42.59763700351935,42.28431372549019,D,Balanced
262,Mightyena,Dark,NA,420,70,90,70,60,60,70,1,37,37,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,16,NA,Dark,33.33333333333333,90,4536.518488885502,0.375,0.4166666666666667,0.07116107433545886,0.25,8.234814872037894,27.161781318050647,22.442680656088907,24.802230987069777,F,Balanced
264,Linoone,Normal,NA,420,78,70,61,50,61,100,0.5,32.5,130,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,1,NA,Normal,33.33333333333333,70,4758,0.5705128205128205,0.32407407407407407,0.07463529411764706,0.3803418803418803,9.259008660039294,28.557247775172527,22.994700163307265,25.775973969239896,F,Balanced
264,LinooneGalarian Linoone,Dark,Normal,420,78,70,61,50,61,100,0.5,32.5,130,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,1,Normal/Dark,23.076923076923077,70,4758,0.5705128205128205,0.32407407407407407,0.07463529411764706,0.3803418803418803,9.259008660039294,28.557247775172527,19.91777708638419,24.23751243077836,F,Balanced
267,Beautifly,Bug,Flying,395,60,70,50,100,50,65,1,28.4,28.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,10,Flying/Bug,15.384615384615385,100,3000,0.3701923076923077,0.46296296296296297,0.047058823529411764,0.2467948717948718,5.318569607913171,25.41288836105545,13.841143765781448,19.62701606341845,F,Offensive
269,Dustox,Bug,Poison,385,60,50,70,50,90,65,1.2,31.6,21.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,12,8,Poison/Bug,38.46153846153847,60,4762.352359916263,0.3701923076923077,0.2777777777777778,0.07470356643005903,0.2467948717948718,6.860190799016035,21.564822454006645,21.858204598465658,21.711513526236153,F,Balanced
272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,1.5,55,24.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,5,Water/Grass,30.76923076923077,90,6693.280212272604,0.375,0.4166666666666667,0.10499263078074673,0.25,14.17374775096818,33.303703535652666,28.424340120475335,30.864021828064,F,Balanced
275,Shiftry,Grass,Dark,480,90,100,60,90,60,80,1.3,59.6,35.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,16,Grass/Dark,23.076923076923077,114,5400,0.38461538461538464,0.5277777777777778,0.08470588235294117,0.25641025641025644,13.361322929927189,35.856737711224326,25.48400769614137,30.670372703682848,F,Offensive
277,Swellow,Normal,Flying,455,60,85,60,75,50,125,0.7,19.8,40.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,10,Normal/Flying,38.46153846153847,85,3286.335345030997,0.8028846153846154,0.39351851851851855,0.0515503583534274,0.5352564102564102,10.36900403271384,35.33001558454381,25.50578528276875,30.41790043365628,F,Balanced
279,Pelipper,Water,Flying,440,60,50,100,95,70,65,1.2,28,19.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,10,Water/Flying,53.84615384615385,95,5019.960159204454,0.3701923076923077,0.4398148148148148,0.07874447308556005,0.2467948717948718,11.562019894999843,31.15200810103457,32.244622291788325,31.69831519641145,F,Balanced
282,Gardevoir,Psychic,Fairy,518,68,65,65,125,115,80,1.6,48.4,18.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,11,18,Psychic/Fairy,30.76923076923077,125,5879.149598368798,0.38461538461538464,0.5787037037037037,0.09222195448421644,0.25641025641025644,20.44992407787419,44.51821306973675,35.366242438486836,39.9422277541118,D,Balanced
282,GardevoirMega Gardevoir,Psychic,Fairy,618,68,85,65,165,135,100,1.6,48.4,18.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,11,18,Psychic/Fairy,30.76923076923077,165,6369.897958366366,0.5705128205128205,0.7638888888888888,0.09991996797437437,0.3803418803418803,31.05732549333593,63.701717096053976,47.26950728882348,55.48561219243873,B,Offensive
284,Masquerain,Bug,Flying,454,70,60,62,100,82,80,0.8,3.6,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,10,Flying/Bug,15.384615384615385,100,4991.152171593249,0.38461538461538464,0.46296296296296297,0.07829258308381566,0.25641025641025644,12.06139135989845,32.57388190113639,21.33357574707242,26.953728824104402,F,Offensive
286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,1.2,39.2,27.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,7,Grass/Fighting,23.076923076923077,130,4156.921938165306,0.375,0.6018518518518519,0.06520661863788715,0.25,12.832852032984281,37.27964730036716,24.931998914481607,31.105823107424385,F,Offensive
289,Slaking,Normal,NA,670,150,160,100,95,65,100,2,130.5,32.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,1,NA,Normal,33.33333333333333,160,12093.386622447824,0.5705128205128205,0.7407407407407407,0.18970018231290706,0.3803418803418803,34.681430392086824,67.1700588363916,53.67867921204103,60.42436902421632,B,Offensive
291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,0.8,12,18.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,10,Flying/Bug,15.384615384615385,90,2893.484059054067,1.1282051282051282,0.4166666666666667,0.045387985240063794,0.7521367521367521,13.629584461944585,44.45319442466702,21.834280723090732,33.14373757387887,F,Offensive
292,Shedinja,Bug,Ghost,236,1,90,45,30,30,40,0.8,1.2,1.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,14,Bug/Ghost,38.46153846153847,90,36.742346141747674,0.34615384615384615,0.4166666666666667,5.76350527713689e-4,0.23076923076923075,1.003478486139193,19.045398127767015,15.055772437265862,17.050585282516437,F,Balanced
295,Exploud,Normal,NA,490,104,91,63,91,73,68,1.5,84,37.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,1,NA,Normal,33.33333333333333,109.2,7052.856442605365,0.3730769230769231,0.5055555555555555,0.11063304223694691,0.24871794871794872,15.176901282916363,36.97659697223548,30.86542762993642,33.92101230108595,F,Balanced
297,Hariyama,Fighting,NA,474,144,120,60,40,60,50,2.3,253.8,48,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,7,NA,Fighting,25,120,8640,0.3557692307692308,0.5555555555555556,0.13552941176470587,0.2371794871794872,17.61145402931228,40.78360485887488,31.697493244998554,36.24054905193672,D,Balanced
301,Delcatty,Normal,NA,400,70,65,65,55,55,90,1.1,32.6,26.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,1,NA,Normal,33.33333333333333,65,4185.391260085489,0.4775641025641026,0.30092592592592593,0.06565319623663513,0.3183760683760684,6.860190799016035,23.922913395239267,20.24142306425083,22.08216822974505,F,Balanced
302,Sableye,Dark,Ghost,380,50,75,75,65,65,50,0.5,11,44,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,14,Ghost/Dark,53.84615384615385,75,3491.0600109422353,0.3557692307692308,0.3472222222222222,0.054761725661838984,0.2371794871794872,4.664118766445576,21.10166347939097,24.215579669509196,22.658621574450084,F,Balanced
302,SableyeMega Sableye,Dark,Ghost,480,50,85,125,85,115,20,0.5,161,644,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,14,Ghost/Dark,53.84615384615385,102,5994.789404140899,0.3269230769230769,0.4722222222222222,0.09403591222181802,0.21794871794871795,14.449472994046323,34.41112436481313,35.693514374549444,35.052319369681285,D,Balanced
303,MawileMega Mawile,Steel,Fairy,480,50,105,125,55,95,50,1,23.5,23.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,17,18,Steel/Fairy,100,105,5448.623679425842,0.3557692307692308,0.4861111111111111,0.08546860673609163,0.2371794871794872,16.29333600183721,37.081788667894784,51.26124923017008,44.17151894903243,D,Defensive
303,Mawile,Steel,Fairy,380,50,85,85,55,55,50,0.6,11.5,31.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,17,18,Steel/Fairy,100,85,3418.698582794336,0.3557692307692308,0.39351851851851855,0.05362664443598958,0.2371794871794872,5.318569607913171,23.13819272239236,38.96672018548803,31.052456453940195,F,Defensive
306,Aggron,Steel,Rock,530,70,110,180,60,60,50,2.1,360,81.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,17,13,Rock/Steel,61.53846153846154,110,7274.613391789285,0.3557692307692308,0.5092592592592593,0.11411158261630251,0.2371794871794872,22.977700672466362,44.63245563824965,47.23347267235164,45.932964155300645,C,Balanced
306,AggronMega Aggron,Steel,NA,630,70,140,230,60,80,50,2.2,395,81.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,17,NA,Steel,100,140,9495.261976375376,0.3557692307692308,0.6481481481481481,0.14894528590392747,0.2371794871794872,34.32595740398049,60.35638125615619,71.78953315456363,66.07295720535991,A,Defensive
308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,1.3,31.5,18.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,7,11,Fighting/Psychic,23.076923076923077,72,4500,0.38461538461538464,0.3333333333333333,0.07058823529411765,0.25641025641025644,8.432731739109887,25.010107304720748,19.049926309245635,22.03001680698319,F,Balanced
308,MedichamMega Medicham,Fighting,Psychic,510,60,100,85,80,85,100,1.3,31.5,18.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,7,11,Fighting/Psychic,23.076923076923077,100,5100,0.5705128205128205,0.46296296296296297,0.08,0.3803418803418803,17.02229932753364,40.51939334462766,28.64315402838834,34.581273686508,F,Offensive
310,ManectricMega Manectric,Electric,NA,575,70,75,80,135,80,135,1.8,44,13.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4,NA,Electric,41.66666666666667,135,5600,0.8958333333333333,0.625,0.08784313725490196,0.5972222222222222,27.167147967015715,60.77754012387846,45.52538326113336,53.15146169250591,C,Offensive
