dex,name,type_1,type_2,total,hp,attack,defense,sp_atk,sp_def,speed,height_m,weight_kgs,bmi,is_legendary,is_mythical,is_paradox,is_ultra_beast,is_special,category,generation,has_bug,has_dark,has_dragon,has_electric,has_fairy,has_fighting,has_fire,has_flying,has_ghost,has_grass,has_ground,has_ice,has_normal,has_poison,has_psychic,has_rock,has_steel,has_water,is_dual_type,bst_score,type_score,balance_score,access_score,total_rating,tier
243,Raikou,Electric,NA,580,90,85,75,115,100,115,1.9,178,49.3,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 2,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,35.01786567250334,9.230769230769232,14.26589351214223,2.209738922201878,60.72426733761668,B
244,Entei,Fire,NA,580,115,115,85,90,75,100,2.1,198,44.9,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 2,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,35.01786567250334,18.461538461538463,14.26589351214223,2.209738922201878,69.9550365683859,A
245,Suicune,Water,NA,580,100,75,115,90,115,85,2,187,46.8,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,35.01786567250334,16.153846153846153,14.26589351214223,2.209738922201878,67.6473442606936,A
248,TyranitarMega Tyranitar,Rock,Dark,700,100,164,150,95,120,71,2.5,255,40.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,39.080905203598974,11.538461538461538,10.938593334003077,7.109495026250039,68.66745510231364,A
248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,202,50.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,36.18602140403562,11.538461538461538,12.45692745468461,7.109495026250039,67.29090542343181,A
249,Lugia,Psychic,Flying,680,106,90,130,90,154,110,5.2,216,8,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,38.76924562571408,10.384615384615385,12.901773017532287,2.209738922201878,64.26537295006362,B
250,Ho-oh,Fire,Flying,680,106,130,90,110,154,90,3.8,199,13.8,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,38.76924562571408,17.307692307692307,12.901773017532287,2.209738922201878,71.18844987314056,A
251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,0.6,5,13.9,FALSE,TRUE,FALSE,FALSE,TRUE,Mythical,Gen 2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,36.18602140403562,2.307692307692308,20,1.0340045145824956,59.52771822631043,B
254,SceptileMega Sceptile,Grass,Dragon,630,70,110,75,145,85,145,1.9,55.2,15.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,37.48106575772014,4.615384615384616,10.483431774461149,7.109495026250039,59.689377173815934,B
254,Sceptile,Grass,NA,530,70,85,65,105,85,120,1.7,52.2,18.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,30.740991339960704,0,12.460982606240844,7.109495026250039,50.311468972451586,C
257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,1.9,52,14.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,30.740991339960704,12.692307692307693,12.32819157946874,7.109495026250039,62.87098563798717,B
257,BlazikenMega Blaziken,Fire,Fighting,630,80,160,80,130,80,100,1.9,52,14.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,37.48106575772014,12.692307692307693,10.602917280084494,7.109495026250039,67.88578575636237,A
260,SwampertMega Swampert,Water,Ground,635,100,150,110,95,110,70,1.9,102,28.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,37.65239300031635,16.153846153846153,12.199984760398086,7.109495026250039,73.11571894081064,A
260,Swampert,Water,Ground,535,100,110,90,85,90,60,1.5,81.9,36.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,31.26389855609462,16.153846153846153,13.703151896413779,7.109495026250039,68.2303916326046,A
262,Mightyena,Dark,NA,420,70,90,70,60,60,70,1,37,37,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,15.574430642031121,11.538461538461538,14.625227593998106,7.109495026250039,48.8476148007408,C
264,Linoone,Normal,NA,420,78,70,61,50,61,100,0.5,32.5,130,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,15.574430642031121,4.615384615384616,12.14102425537903,7.109495026250039,39.440334539044805,D
264,LinooneGalarian Linoone,Dark,Normal,420,78,70,61,50,61,100,0.5,32.5,130,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15.574430642031121,8.076923076923077,12.14102425537903,7.109495026250039,42.901873000583265,D
267,Beautifly,Bug,Flying,395,60,70,50,100,50,65,1,28.4,28.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12.188133226097385,9.23076923076923,11.3831640788799,7.109495026250039,39.91156156199656,D
269,Dustox,Bug,Poison,385,60,50,70,50,90,65,1.2,31.6,21.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,10.955400749568835,5.76923076923077,12.541791778465914,7.109495026250039,36.375918323515556,D
272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,1.5,55,24.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,24.42556935796888,8.076923076923077,14.577868282200493,7.109495026250039,54.189855743342484,C
275,Shiftry,Grass,Dark,480,90,100,60,90,60,80,1.3,59.6,35.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,24.42556935796888,5.769230769230769,13.162899920033855,7.109495026250039,50.467195073483545,C
277,Swellow,Normal,Flying,455,60,85,60,75,50,125,0.7,19.8,40.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,20.74964863514141,10.384615384615385,9.78768941835105,7.109495026250039,48.03144846435788,C
279,Pelipper,Water,Flying,440,60,50,100,95,70,65,1.2,28,19.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,18.50280618625002,16.153846153846153,11.61799524222327,7.109495026250039,53.38414260856948,C
282,Gardevoir,Psychic,Fairy,518,68,65,65,125,115,80,1.6,48.4,18.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,29.39890397866075,11.53846153846154,10.738494765733954,7.109495026250039,58.78535530910628,B
282,GardevoirMega Gardevoir,Psychic,Fairy,618,68,85,65,165,135,100,1.6,48.4,18.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,37.02128219335888,11.53846153846154,9.256905111903412,7.109495026250039,64.92614386997387,B
284,Masquerain,Bug,Flying,454,70,60,62,100,82,80,0.8,3.6,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,20.599820064776402,9.23076923076923,13.476717338260828,7.109495026250039,50.4168016600565,C
286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,1.2,39.2,27.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,21.49719381374998,3.4615384615384617,9.805082914114292,7.109495026250039,41.87331021565277,D
289,Slaking,Normal,NA,670,150,160,100,95,65,100,2,130.5,32.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,38.577152429094554,4.615384615384616,10.467845149403288,7.109495026250039,60.76987722013249,B
291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,0.8,12,18.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,20.899392991672006,9.23076923076923,6.241853503478874,7.109495026250039,43.481510752170145,D
292,Shedinja,Bug,Ghost,236,1,90,45,30,30,40,0.8,1.2,1.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,10.384615384615385,5,7.109495026250039,27.494110410865424,F
295,Exploud,Normal,NA,490,104,91,63,91,73,68,1.5,84,37.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,25.826252249031818,4.615384615384616,13.509399014785304,7.109495026250039,51.06053090545178,C
297,Hariyama,Fighting,NA,474,144,120,60,40,60,50,2.3,253.8,48,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,23.561617362346606,6.923076923076923,6.836274394524926,7.109495026250039,44.430463706198495,D
301,Delcatty,Normal,NA,400,70,65,65,55,55,90,1.1,32.6,26.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,12.832852032984281,4.615384615384616,13.57777057520271,7.109495026250039,38.13550224982165,D
302,Sableye,Dark,Ghost,380,50,75,75,65,65,50,0.5,11,44,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10.36900403271384,15,14.017729859207378,7.109495026250039,46.496228918171255,C
302,SableyeMega Sableye,Dark,Ghost,480,50,85,125,85,115,20,0.5,161,644,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,24.42556935796888,15,7.450725354315855,7.109495026250039,53.98578973853478,C
303,MawileMega Mawile,Steel,Fairy,480,50,105,125,55,95,50,1,23.5,23.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,24.42556935796888,24.230769230769234,8.862166349912545,7.109495026250039,64.6279999649007,B
303,Mawile,Steel,Fairy,380,50,85,85,55,55,50,0.6,11.5,31.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,10.36900403271384,24.230769230769234,11.71724564216058,7.109495026250039,53.42651393189369,C
306,Aggron,Steel,Rock,530,70,110,180,60,60,50,2.1,360,81.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,30.740991339960704,20.76923076923077,6.51111691640438,7.109495026250039,65.1308340518459,A
306,AggronMega Aggron,Steel,NA,630,70,140,230,60,80,50,2.2,395,81.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,37.48106575772014,30,5.381492358348929,7.109495026250039,79.97205314231911,S
308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,1.3,31.5,18.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,14.17374775096818,5.76923076923077,15.229880143160791,7.109495026250039,42.28235368960978,D
308,MedichamMega Medicham,Fighting,Psychic,510,60,100,85,80,85,100,1.3,31.5,18.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,28.437980105000157,5.76923076923077,14.107896804827682,7.109495026250039,55.424602705308644,B
310,ManectricMega Manectric,Electric,NA,575,70,75,80,135,80,135,1.8,44,13.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,34.681430392086824,9.230769230769232,10.568437407426746,7.109495026250039,61.590132056532845,B
310,Manectric,Electric,NA,475,70,75,60,105,60,105,1.5,40.2,17.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,23.70666399816279,9.230769230769232,11.814555405790369,7.109495026250039,51.86148366097243,C
311,Plusle,Electric,NA,405,60,50,40,85,75,95,0.4,4.2,26.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,13.4951265131967,9.230769230769232,10.68607280731121,7.109495026250039,40.52146357752718,D
312,Minun,Electric,NA,405,60,40,50,75,85,95,0.4,4.2,26.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,13.4951265131967,9.230769230769232,10.68607280731121,7.109495026250039,40.52146357752718,D
313,Volbeat,Bug,NA,430,65,73,75,47,85,85,0.7,17.7,36.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,17.02229932753364,2.307692307692308,13.421803174826543,7.109495026250039,39.861289836302525,D
314,Illumise,Bug,NA,430,65,47,75,73,85,85,0.6,17.7,49.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,17.02229932753364,2.307692307692308,13.421803174826543,7.109495026250039,39.861289836302525,D
317,Swalot,Poison,NA,467,100,73,83,73,83,55,1.7,80,27.7,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,22.536271450487746,9.230769230769232,13.63149866058537,7.109495026250039,52.50803436809239,C
319,SharpedoMega Sharpedo,Water,Dark,560,70,140,70,110,65,105,2.5,130.3,20.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,33.55564201693659,13.846153846153847,10.528298332405956,7.109495026250039,65.03958922174644,A
319,Sharpedo,Water,Dark,460,70,120,40,95,40,95,1.8,88.8,27.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,21.49719381374998,13.846153846153847,8.565469779402685,7.109495026250039,51.01831246555655,C
321,Wailord,Water,NA,500,170,90,45,90,45,60,14.5,398,1.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,27.167147967015715,16.153846153846153,6.460951010505562,7.109495026250039,56.89144015761747,B
323,CameruptMega Camerupt,Fire,Ground,560,70,120,100,145,105,20,2.5,320.5,51.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,33.55564201693659,17.307692307692307,7.865626590266947,7.109495026250039,65.83845594114588,A
323,Camerupt,Fire,Ground,460,70,100,70,105,75,40,1.9,220,60.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,21.49719381374998,17.307692307692307,10.807520596539968,7.109495026250039,56.72190174423229,B
324,Torkoal,Fire,NA,470,70,85,140,85,70,20,0.5,80.4,321.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,22.977700672466362,18.461538461538463,7.47295233410271,7.109495026250039,56.02168649435757,B
326,Grumpig,Psychic,NA,470,80,45,65,90,110,80,0.9,71.5,88.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,22.977700672466362,4.615384615384616,11.387142666596304,7.109495026250039,46.089722980697324,C
327,Spinda,Normal,NA,360,60,60,60,60,60,60,1.1,5,4.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,8.234814872037894,4.615384615384616,20,7.109495026250039,39.95969451367255,D
330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,2,82,20.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,29.63099596728616,12.692307692307693,15.758735349112092,7.109495026250039,65.19153403495599,A
332,Cacturne,Grass,Dark,475,70,115,60,115,60,55,1.3,77.4,45.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,23.70666399816279,5.769230769230769,9.813825528249481,7.109495026250039,46.399215321893074,C
334,AltariaMega Altaria,Dragon,Fairy,590,75,110,110,110,105,80,1.5,20.6,9.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,35.63612715217548,13.846153846153847,14.347820815728838,7.109495026250039,70.93959684030821,A
334,Altaria,Dragon,Flying,490,75,70,90,70,105,80,1.1,20.6,17,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25.826252249031818,12.692307692307693,14.312567004330564,7.109495026250039,59.940621971920116,B
335,Zangoose,Normal,NA,458,73,115,60,60,60,90,1.3,40.3,23.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,21.19856207058287,4.615384615384616,11.141140577812592,7.109495026250039,44.06458229003012,D
336,Seviper,Poison,NA,458,73,100,60,100,60,65,2.7,52.5,7.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,21.19856207058287,9.230769230769232,12.1767343836528,7.109495026250039,49.71556071125494,C
337,Lunatone,Rock,Psychic,460,90,55,65,95,85,70,1,168,168,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,21.49719381374998,8.076923076923077,13.276828645380656,7.109495026250039,49.96044056230375,C
338,Solrock,Rock,Psychic,460,90,95,85,55,65,70,1.2,154,106.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,21.49719381374998,8.076923076923077,13.276828645380656,7.109495026250039,49.96044056230375,C
340,Whiscash,Water,Ground,468,110,78,73,76,71,60,0.9,23.6,29.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,22.68371619861817,16.153846153846153,12.970921989499312,7.109495026250039,58.91797936821367,B
342,Crawdaunt,Water,Dark,468,63,120,85,90,55,55,1.1,32.8,27.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,22.68371619861817,13.846153846153847,10.412617809737771,7.109495026250039,54.05198288075983,C
344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,1.5,108,48,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,27.167147967015715,10.384615384615385,11.352993410239687,7.109495026250039,56.01425178812082,B
346,Cradily,Rock,Grass,495,86,81,97,81,107,43,1.5,60.4,26.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,26.5048734868033,5.769230769230769,11.775160998809525,7.109495026250039,51.158760281093635,C
