dex,name,type_1,type_2,total,hp,attack,defense,sp_atk,sp_def,speed,height_m,weight_kgs,bmi,is_legendary,is_special,category,generation,is_dual_type,idx1,idx2,def_type,defensive_score,eff_atk,eff_def,eff_spd,eff_atk_s,eff_def_s,eff_spd_s,bst_score,offensive_rating,defensive_rating,tier,role
292,Shedinja,Bug,Ghost,236,1,90,45,30,30,40,0.8,1.2,1.9,FALSE,FALSE,Regular,Gen 3,TRUE,12,14,Bug/Ghost,33.25,90,36.742346141747674,0.34615384615384615,0.4166666666666667,0.0015865678344382408,0.23076923076923075,1.003478486139193,19.051459431607363,13.51655611416571,F,Offensive
295,Exploud,Normal,NA,490,104,91,63,91,73,68,1.5,84,37.3,FALSE,FALSE,Regular,Gen 3,FALSE,1,NA,Normal,24.3,109.2,7052.856442605365,0.3730769230769231,0.5055555555555555,0.3045487386564569,0.24871794871794872,15.176901282916363,38.14009115075254,32.80940434400466,C,Offensive
297,Hariyama,Fighting,NA,474,144,120,60,40,60,50,2.3,253.8,48,FALSE,FALSE,Regular,Gen 3,FALSE,7,NA,Fighting,26.35,120,8640,0.3557692307692308,0.5555555555555556,0.37308303712187424,0.2371794871794872,17.61145402931228,42.20892661101789,37.803780253570594,B,Balanced
301,Delcatty,Normal,NA,400,70,65,65,55,55,90,1.1,32.6,26.9,FALSE,FALSE,Regular,Gen 3,FALSE,1,NA,Normal,24.3,65,4185.391260085489,0.4775641025641026,0.30092592592592593,0.18072899107130122,0.3183760683760684,6.860190799016035,24.61336816424726,20.29324214028282,F,Offensive
302,Sableye,Dark,Ghost,380,50,75,75,65,65,50,0.5,11,44,FALSE,FALSE,Regular,Gen 3,TRUE,16,14,Ghost/Dark,35,75,3491.0600109422353,0.3557692307692308,0.3472222222222222,0.15074713792327,0.2371794871794872,4.664118766445576,21.677575952959554,20.865383409937387,F,Balanced
302,Mega Sableye,Dark,Ghost,480,50,85,125,85,115,20,0.5,161,644,FALSE,FALSE,Regular,Gen 3,TRUE,16,14,Ghost/Dark,35,102,5994.789404140899,0.3269230769230769,0.4722222222222222,0.25886044419015247,0.21794871794871795,14.449472994046323,35.40007155662314,33.995456987943314,C,Balanced
303,Mega Mawile,Steel,Fairy,480,50,105,125,55,95,50,1,23.5,23.5,FALSE,FALSE,Regular,Gen 3,TRUE,17,18,Steel/Fairy,54.75,105,5448.623679425842,0.3557692307692308,0.4861111111111111,0.2352765127840688,0.2371794871794872,16.29333600183721,37.98063610418265,41.28163897532153,B,Balanced
303,Mawile,Steel,Fairy,380,50,85,85,55,55,50,0.6,11.5,31.9,FALSE,FALSE,Regular,Gen 3,TRUE,17,18,Steel/Fairy,54.75,85,3418.698582794336,0.3557692307692308,0.39351851851851855,0.14762250581865255,0.2371794871794872,5.318569607913171,23.702167890688337,27.647620858671942,C,Balanced
306,Aggron,Steel,Rock,530,70,110,180,60,60,50,2.1,360,81.6,FALSE,FALSE,Regular,Gen 3,TRUE,17,13,Rock/Steel,36.900000000000006,110,7274.613391789285,0.3557692307692308,0.5092592592592593,0.31412440487224597,0.2371794871794872,22.977700672466362,45.83253257178531,44.64224194495583,B,Balanced
306,Mega Aggron,Steel,NA,630,70,140,230,60,80,50,2.2,395,81.6,FALSE,FALSE,Regular,Gen 3,FALSE,17,NA,Steel,52.85,140,9495.261976375376,0.3557692307692308,0.6481481481481481,0.4100140250479138,0.2371794871794872,34.32595740398049,61.922793691020104,63.910182894019314,S,Balanced
308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,1.3,31.5,18.6,FALSE,FALSE,Regular,Gen 3,TRUE,7,11,Fighting/Psychic,23.050000000000008,72,4500,0.38461538461538464,0.3333333333333333,0.1943140818343095,0.25641025641025644,8.432731739109887,25.7524623839619,22.01126970313332,F,Offensive
308,Mega Medicham,Fighting,Psychic,510,60,100,85,80,85,100,1.3,31.5,18.6,FALSE,FALSE,Regular,Gen 3,TRUE,7,11,Fighting/Psychic,23.050000000000008,100,5100,0.5705128205128205,0.46296296296296297,0.2202226260788841,0.3803418803418803,17.02229932753364,41.36072910110096,32.00042013120464,C,Offensive
310,Mega Manectric,Electric,NA,575,70,75,80,135,80,135,1.8,44,13.6,FALSE,FALSE,Regular,Gen 3,FALSE,4,NA,Electric,30.400000000000006,135,5600,0.8958333333333333,0.625,0.2418130796160296,0.5972222222222222,27.167147967015715,61.70135977804522,45.84066187780043,A,Offensive
310,Manectric,Electric,NA,475,70,75,60,105,60,105,1.5,40.2,17.9,FALSE,FALSE,Regular,Gen 3,FALSE,4,NA,Electric,30.400000000000006,105,4200,0.6169871794871794,0.4861111111111111,0.1813598097120222,0.41132478632478625,12.832852032984281,38.37613909638462,29.222154132739483,C,Offensive
311,Plusle,Electric,NA,405,60,50,40,85,75,95,0.4,4.2,26.3,FALSE,FALSE,Regular,Gen 3,FALSE,4,NA,Electric,30.400000000000006,85,3286.335345030997,0.5240384615384616,0.39351851851851855,0.14190694114874153,0.3493589743589744,7.755157512954396,28.79677010001779,22.64203521163531,F,Offensive
312,Minun,Electric,NA,405,60,40,50,75,85,95,0.4,4.2,26.3,FALSE,FALSE,Regular,Gen 3,FALSE,4,NA,Electric,30.400000000000006,75,3911.521443121589,0.5240384615384616,0.3472222222222222,0.16890304395452996,0.3493589743589744,8.73610144390538,28.550801758914613,23.993107832147434,F,Offensive
313,Volbeat,Bug,NA,430,65,73,75,47,85,85,0.7,17.7,36.1,FALSE,FALSE,Regular,Gen 3,FALSE,12,NA,Bug,26.35,73,5189.833812368177,0.43108974358974356,0.33796296296296297,0.22410173158288363,0.28739316239316237,10.71837992633473,29.09931510215682,26.029599262101716,C,Balanced
314,Illumise,Bug,NA,430,65,47,75,73,85,85,0.6,17.7,49.2,FALSE,FALSE,Regular,Gen 3,FALSE,12,NA,Bug,26.35,73,5189.833812368177,0.43108974358974356,0.33796296296296297,0.22410173158288363,0.28739316239316237,10.71837992633473,29.09931510215682,26.029599262101716,C,Balanced
317,Swalot,Poison,NA,467,100,73,83,73,83,55,1.7,80,27.7,FALSE,FALSE,Regular,Gen 3,FALSE,8,NA,Poison,34.849999999999994,87.6,8300,0.3605769230769231,0.4055555555555555,0.3584015287166153,0.2403846153846154,13.982162048687519,34.06846865688465,35.47213207121962,B,Balanced
319,Mega Sharpedo,Water,Dark,560,70,140,70,110,65,105,2.5,130.3,20.8,FALSE,FALSE,Regular,Gen 3,TRUE,3,16,Water/Dark,36.050000000000004,140,4721.758147131215,0.6169871794871794,0.6481481481481481,0.20388979977854946,0.41132478632478625,20,50.53957811491061,39.59724408357408,B,Offensive
319,Sharpedo,Water,Dark,460,70,120,40,95,40,95,1.8,88.8,27.4,FALSE,FALSE,Regular,Gen 3,TRUE,3,16,Water/Dark,36.050000000000004,120,2800,0.5240384615384616,0.5555555555555556,0.1209065398080148,0.3493589743589744,8.73610144390538,34.512822734035524,25.78619173263107,C,Offensive
321,Wailord,Water,NA,500,170,90,45,90,45,60,14.5,398,1.9,FALSE,FALSE,Regular,Gen 3,FALSE,3,NA,Water,31.550000000000004,108,7650,0.36538461538461536,0.5,0.33033393911832615,0.24358974358974358,16.72962492632655,39.55778240719036,37.12263946516638,B,Balanced
323,Mega Camerupt,Fire,Ground,560,70,120,100,145,105,20,2.5,320.5,51.3,FALSE,FALSE,Regular,Gen 3,TRUE,2,9,Fire/Ground,34.2,145,7172.865536171719,0.3269230769230769,0.6712962962962963,0.30973084017381547,0.21794871794871795,18.50280618625002,45.73084934695103,40.22412412819937,B,Balanced
323,Camerupt,Fire,Ground,460,70,100,70,105,75,40,1.9,220,60.9,FALSE,FALSE,Regular,Gen 3,TRUE,2,9,Fire/Ground,34.2,123,5071.981861166304,0.34615384615384615,0.5694444444444444,0.2190127774295117,0.23076923076923075,10.140240666493513,34.07611220286545,29.073213991468457,C,Offensive
324,Torkoal,Fire,NA,470,70,85,140,85,70,20,0.5,80.4,321.6,FALSE,FALSE,Regular,Gen 3,FALSE,2,NA,Fire,36.05,102,6929.646455628166,0.3269230769230769,0.4722222222222222,0.2992284196581698,0.21794871794871795,13.095719317289582,34.2885257326745,33.92553472241899,C,Balanced
326,Grumpig,Psychic,NA,470,80,45,65,90,110,80,0.9,71.5,88.3,FALSE,FALSE,Regular,Gen 3,FALSE,11,NA,Psychic,23.050000000000008,90,6764.6138101151055,0.38461538461538464,0.4166666666666667,0.2921021603280459,0.25641025641025644,16.29333600183721,36.69979511765165,32.71878784971032,C,Balanced
327,Spinda,Normal,NA,360,60,60,60,60,60,60,1.1,5,4.1,FALSE,FALSE,Regular,Gen 3,FALSE,1,NA,Normal,24.3,72,3600,0.36538461538461536,0.3333333333333333,0.15545126546744759,0.24358974358974358,4.481881542279613,21.260742981238142,17.502711913498356,F,Offensive
330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,2,82,20.5,FALSE,FALSE,Regular,Gen 3,TRUE,9,15,Ground/Dragon,25.85,100,6400,0.5705128205128205,0.46296296296296297,0.2763578052754624,0.3803418803418803,18.50280618625002,43.17804703499681,35.668171290638895,B,Offensive
332,Cacturne,Grass,Dark,475,70,115,60,115,60,55,1.3,77.4,45.8,FALSE,FALSE,Regular,Gen 3,TRUE,5,16,Grass/Dark,27.7,138,4200,0.3605769230769231,0.6388888888888888,0.1813598097120222,0.2403846153846154,10.71837992633473,36.7424362205043,27.214348692756598,C,Offensive
334,Mega Altaria,Dragon,Fairy,590,75,110,110,110,105,80,1.5,20.6,9.2,FALSE,FALSE,Regular,Gen 3,TRUE,15,18,Dragon/Fairy,41.25000000000001,132,8060.3194725767535,0.38461538461538464,0.6111111111111112,0.34805190613443504,0.25641025641025644,27.427204557530153,54.002695481516255,51.82211697142326,A,Balanced
334,Altaria,Dragon,Flying,490,75,70,90,70,105,80,1.1,20.6,17,FALSE,FALSE,Regular,Gen 3,TRUE,15,10,Flying/Dragon,29.85000000000001,84,7290.8332857088435,0.38461538461538464,0.3888888888888889,0.3148247946043413,0.25641025641025644,17.61145402931228,37.32091561745115,36.455582433149814,B,Balanced
335,Zangoose,Normal,NA,458,73,115,60,60,60,90,1.3,40.3,23.8,FALSE,FALSE,Regular,Gen 3,FALSE,1,NA,Normal,24.3,115,4380,0.4775641025641026,0.5324074074074074,0.18913237298539456,0.3183760683760684,12.572795442469847,37.32083754363008,27.596416838563762,C,Offensive
336,Seviper,Poison,NA,458,73,100,60,100,60,65,2.7,52.5,7.2,FALSE,FALSE,Regular,Gen 3,FALSE,8,NA,Poison,34.849999999999994,120,4380,0.3701923076923077,0.5555555555555556,0.18913237298539456,0.2467948717948718,10.140240666493513,33.86477849414947,28.46775095147631,C,Offensive
337,Lunatone,Rock,Psychic,460,90,55,65,95,85,70,1,168,168,FALSE,FALSE,Regular,Gen 3,TRUE,13,11,Psychic/Rock,25.100000000000005,95,6689.730936293327,0.375,0.4398148148148148,0.2888686499120919,0.25,13.4951265131967,34.422782857113695,30.596862999975798,C,Balanced
338,Solrock,Rock,Psychic,460,90,95,85,55,65,70,1.2,154,106.9,FALSE,FALSE,Regular,Gen 3,TRUE,13,11,Psychic/Rock,25.100000000000005,95,6689.730936293327,0.375,0.4398148148148148,0.2888686499120919,0.25,13.4951265131967,34.422782857113695,30.596862999975798,C,Balanced
340,Whiscash,Water,Ground,468,110,78,73,76,71,60,0.9,23.6,29.1,FALSE,FALSE,Regular,Gen 3,TRUE,3,9,Water/Ground,33.00000000000001,92.39999999999999,7919.236074268781,0.36538461538461536,0.42777777777777776,0.3419597970223733,0.24358974358974358,13.683548536970633,34.41479449859205,34.35725033217426,C,Balanced
342,Crawdaunt,Water,Dark,468,63,120,85,90,55,55,1.1,32.8,27.1,FALSE,FALSE,Regular,Gen 3,TRUE,3,16,Water/Dark,36.050000000000004,120,4307.560214320863,0.3605769230769231,0.5555555555555556,0.18600435733150222,0.2403846153846154,10.140240666493513,33.69216424637996,28.7526785757829,C,Offensive
344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,1.5,108,48,FALSE,FALSE,Regular,Gen 3,TRUE,9,11,Ground/Psychic,27.5,84,6734.983296193095,0.3798076923076923,0.3888888888888889,0.29082268785981613,0.2532051282051282,19.100607008327998,38.58913287907664,36.66368485029692,B,Balanced
346,Cradily,Rock,Grass,495,86,81,97,81,107,43,1.5,60.4,26.8,FALSE,FALSE,Regular,Gen 3,TRUE,13,5,Grass/Rock,21.150000000000006,97.2,8761.454445467372,0.3490384615384615,0.45,0.37832755024536036,0.23269230769230767,17.051640855701997,38.40622154178955,35.17650206159065,B,Balanced
348,Armaldo,Rock,Bug,495,75,125,100,70,80,45,1.5,68.2,30.3,FALSE,FALSE,Regular,Gen 3,TRUE,13,12,Bug/Rock,23.050000000000008,125,6708.203932499369,0.35096153846153844,0.5787037037037037,0.2896663306446487,0.23397435897435895,16.29333600183721,41.00782971220083,33.63255015953101,C,Offensive
350,Milotic,Water,NA,540,95,60,79,100,125,81,6.2,162,4.2,FALSE,FALSE,Regular,Gen 3,FALSE,3,NA,Water,31.550000000000004,100,9440.4382843171,0.3939102564102564,0.46296296296296297,0.40764668829567585,0.2626068376068376,24.42556935796888,47.06290247919593,46.45186765484288,A,Balanced
351,Castform,Normal,NA,420,70,70,70,70,70,70,0.3,0.8,8.9,FALSE,FALSE,Regular,Gen 3,FALSE,1,NA,Normal,24.3,84,4900,0.375,0.3888888888888889,0.2115864446640259,0.25,8.634112432900583,27.570297767551406,23.335520438170537,F,Offensive
351,Castform Sunny Form,Fire,NA,420,70,70,70,70,70,70,0.3,0.8,8.9,FALSE,FALSE,Regular,Gen 3,FALSE,2,NA,Fire,36.05,84,4900,0.375,0.3888888888888889,0.2115864446640259,0.25,8.634112432900583,27.570297767551406,26.860520438170536,C,Balanced
351,Castform Rainy Form,Water,NA,420,70,70,70,70,70,70,0.3,0.8,8.9,FALSE,FALSE,Regular,Gen 3,FALSE,3,NA,Water,31.550000000000004,84,4900,0.375,0.3888888888888889,0.2115864446640259,0.25,8.634112432900583,27.570297767551406,25.51052043817054,C,Balanced
351,Castform Snowy Form,Ice,NA,420,70,70,70,70,70,70,0.3,0.8,8.9,FALSE,FALSE,Regular,Gen 3,FALSE,6,NA,Ice,17.850000000000005,84,4900,0.375,0.3888888888888889,0.2115864446640259,0.25,8.634112432900583,27.570297767551406,21.40052043817054,F,Offensive
352,Kecleon,Normal,NA,440,60,90,70,60,120,40,1,22,22,FALSE,FALSE,Regular,Gen 3,FALSE,1,NA,Normal,24.3,90,5499.090833947008,0.34615384615384615,0.4166666666666667,0.23745573029375114,0.23076923076923075,10.36900403271384,29.832199952937884,25.857941559763866,C,Offensive
354,Mega Banette,Ghost,NA,555,64,165,75,93,83,75,1.2,13,9,FALSE,FALSE,Regular,Gen 3,FALSE,14,NA,Ghost,32.550000000000004,165,5049.51482817904,0.3798076923076923,0.7638888888888888,0.2180426305658536,0.2532051282051282,21.7951556949432,52.09700122192806,41.37651216185702,B,Offensive
354,Banette,Ghost,NA,455,64,115,65,83,63,65,1.1,12.5,10.3,FALSE,FALSE,Regular,Gen 3,FALSE,14,NA,Ghost,32.550000000000004,115,4095.499969478696,0.3701923076923077,0.5324074074074074,0.1768474036048212,0.2467948717948718,9.474199370925783,32.430582937853856,26.677981501885938,C,Offensive
357,Tropius,Grass,Flying,460,99,68,83,72,87,51,2,100,25,FALSE,FALSE,Regular,Gen 3,TRUE,5,10,Grass/Flying,21.35,84,8412.670265736082,0.35673076923076924,0.3888888888888889,0.3632667329914007,0.23782051282051284,13.361322929927189,32.91528230223457,30.818057855054143,C,Balanced
358,Chimecho,Psychic,NA,455,75,50,80,95,90,65,0.6,1,2.8,FALSE,FALSE,Regular,Gen 3,FALSE,11,NA,Psychic,23.050000000000008,95,6363.961030678928,0.3701923076923077,0.4398148148148148,0.27480160989015595,0.2467948717948718,13.4951265131967,34.261457540059006,29.644254039449336,C,Offensive
359,Absol,Dark,NA,465,65,130,60,75,60,75,1.2,47,32.6,FALSE,FALSE,Regular,Gen 3,FALSE,16,NA,Dark,26.850000000000005,130,3900,0.3798076923076923,0.6018518518518519,0.1684055375897349,0.2532051282051282,11.562019894999843,36.704931753016886,27.26986390826459,C,Offensive
359,Mega Absol,Dark,NA,565,65,150,60,115,60,115,1.2,49,34,FALSE,FALSE,Regular,Gen 3,FALSE,16,NA,Dark,26.850000000000005,150,3900,0.7099358974358975,0.6944444444444444,0.1684055375897349,0.47329059829059833,20,53.2027409178461,36.263399568820304,B,Offensive
362,Mega Glalie,Ice,NA,580,80,120,80,120,80,100,2.1,350.2,79.4,FALSE,FALSE,Regular,Gen 3,FALSE,6,NA,Ice,17.850000000000005,144,6400,0.5705128205128205,0.6666666666666666,0.2763578052754624,0.3803418803418803,24.992258978737173,55.77861093859508,40.979846305348275,A,Offensive
362,Glalie,Ice,NA,480,80,80,80,80,80,80,1.5,256.5,114,FALSE,FALSE,Regular,Gen 3,FALSE,6,NA,Ice,17.850000000000005,96,6400,0.38461538461538464,0.4444444444444444,0.2763578052754624,0.25641025641025644,15.007741021262827,36.15306734009509,29.661995014540594,C,Offensive
365,Walrein,Ice,Water,530,110,80,90,95,90,65,1.4,150.6,76.8,FALSE,FALSE,Regular,Gen 3,TRUE,6,3,Water/Ice,20.650000000000006,95,9900,0.3701923076923077,0.4398148148148148,0.4274909800354809,0.2467948717948718,20,41.68246724773425,39.093672409740435,B,Balanced
367,Huntail,Water,NA,485,55,104,105,94,75,52,1.7,27,9.3,FALSE,FALSE,Regular,Gen 3,FALSE,3,NA,Water,31.550000000000004,118.8,4880.7658210571835,0.3576923076923077,0.5499999999999999,0.21075589537044587,0.23846153846153847,13.60264101978092,37.09025331508052,31.425782508671624,C,Offensive
368,Gorebyss,Water,NA,485,55,84,105,114,75,52,1.8,22.6,7,FALSE,FALSE,Regular,Gen 3,FALSE,3,NA,Water,31.550000000000004,114,4880.7658210571835,0.3576923076923077,0.5277777777777778,0.21075589537044587,0.23846153846153847,12.963938890962373,35.78488451959531,30.653747046519747,C,Offensive
369,Relicanth,Water,Rock,485,100,90,130,45,65,55,1,23.4,23.4,FALSE,FALSE,Regular,Gen 3,TRUE,3,13,Water/Rock,26.050000000000008,90,9192.388155425118,0.3605769230769231,0.4166666666666667,0.3969356587302253,0.2403846153846154,18.50280618625002,39.15365090786214,38.344261995775426,B,Balanced
370,Luvdisc,Water,NA,330,43,30,55,40,65,97,0.6,8.7,24.2,FALSE,FALSE,Regular,Gen 3,FALSE,3,NA,Water,31.550000000000004,40,2571.0260597668007,0.5426282051282051,0.18518518518518517,0.11101923737237075,0.36175213675213674,3.8139785959643797,18.717700857805443,17.05455140401239,F,Balanced
373,Mega Salamence,Dragon,Flying,700,95,145,130,120,90,120,1.8,112.6,34.8,FALSE,FALSE,Regular,Gen 3,TRUE,15,10,Flying/Dragon,29.85000000000001,145,10275.821135072369,0.7564102564102564,0.6712962962962963,0.4437192775455954,0.5042735042735043,35.01786567250334,69.9216343292299,58.649906111375415,S,Offensive
373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,1.5,102.6,45.6,FALSE,FALSE,Regular,Gen 3,TRUE,15,10,Flying/Dragon,29.85000000000001,135,7600,0.5705128205128205,0.625,0.3281748937646116,0.3803418803418803,25.826252249031818,55.67350673982462,46.4074496993825,A,Offensive
376,Mega Metagross,Steel,Psychic,700,80,145,150,105,110,110,2.5,942.9,150.9,FALSE,FALSE,Regular,Gen 3,TRUE,17,11,Psychic/Steel,47.15,145,10276.186062932104,0.6634615384615384,0.6712962962962963,0.44373503546159543,0.4423076923076923,35.91927723243478,69.33596094947785,64.74169586129085,S,Balanced
376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,1.6,550,214.8,FALSE,FALSE,Regular,Gen 3,TRUE,17,11,Psychic/Steel,47.15,135,8653.323061113573,0.375,0.625,0.37365833898576456,0.25,27.81186677390261,54.8038168078172,54.674666909560955,A,Balanced
377,Regirock,Rock,NA,580,80,100,200,50,100,50,1.7,230,79.6,TRUE,TRUE,Legendary,Gen 3,FALSE,13,NA,Rock,25.650000000000006,100,11313.70849898476,0.3557692307692308,0.46296296296296297,0.48853619536027726,0.2371794871794872,30.740991339960704,53.253405093318946,52.938637806385145,A,Balanced
378,Regice,Ice,NA,580,80,50,100,100,200,50,1.8,175,54,TRUE,TRUE,Legendary,Gen 3,FALSE,6,NA,Ice,17.850000000000005,100,11313.70849898476,0.3557692307692308,0.46296296296296297,0.48853619536027726,0.2371794871794872,30.740991339960704,53.253405093318946,50.59863780638514,A,Balanced
379,Registeel,Steel,NA,580,80,75,150,75,150,50,1.9,205,56.8,TRUE,TRUE,Legendary,Gen 3,FALSE,17,NA,Steel,52.85,90,12000,0.3557692307692308,0.4166666666666667,0.518170884891492,0.2371794871794872,29.63099596728616,50.932328968942805,60.422097204681975,S,Defensive
380,Mega Latias,Dragon,Psychic,700,80,100,120,140,150,110,1.8,52,16,TRUE,TRUE,Legendary,Gen 3,TRUE,15,11,Psychic/Dragon,30.300000000000004,140,10733.12629199899,0.6634615384615384,0.6481481481481481,0.4634661290314379,0.4423076923076923,36.18602140403562,69.0266472380533,60.288097389679024,S,Balanced
380,Latias,Dragon,Psychic,600,80,80,90,110,130,110,1.4,40,20.4,TRUE,TRUE,Legendary,Gen 3,TRUE,15,11,Psychic/Dragon,30.300000000000004,110,8653.323061113573,0.6634615384615384,0.5092592592592593,0.37365833898576456,0.4423076923076923,29.63099596728616,57.766108394363144,50.744351658500065,A,Balanced
381,Mega Latios,Dragon,Psychic,700,80,130,100,160,120,110,2.3,70,13.2,TRUE,TRUE,Legendary,Gen 3,TRUE,15,11,Psychic/Dragon,30.300000000000004,160,8763.560920082658,0.6634615384615384,0.7407407407407407,0.3784185097299774,0.4423076923076923,34.32595740398049,69.43407529996719,56.9424460819444,S,Offensive
381,Latios,Dragon,Psychic,600,80,90,80,130,110,110,2,60,15,TRUE,TRUE,Legendary,Gen 3,TRUE,15,11,Psychic/Dragon,30.300000000000004,130,7504.665215717488,0.6634615384615384,0.6018518518518519,0.32405825130356086,0.4423076923076923,28.437980105000157,59.05326978376169,48.91648924739673,A,Offensive
382,Primal Kyogre,Water,NA,770,100,150,90,180,160,90,9.8,430,4.5,TRUE,TRUE,Legendary,Gen 3,FALSE,3,NA,Water,31.550000000000004,180,12000,0.4775641025641026,0.8333333333333334,0.518170884891492,0.3183760683760684,37.102940585539294,72.85299153591389,64.00404182293511,S,Balanced
382,Kyogre,Water,NA,670,100,100,90,150,140,90,4.5,352,17.4,TRUE,TRUE,Legendary,Gen 3,FALSE,3,NA,Water,31.550000000000004,150,11224.972160321824,0.4775641025641026,0.6944444444444444,0.48470447976636016,0.3183760683760684,34.32595740398049,65.70854325693762,59.5905315850398,S,Balanced
383,Primal Groudon,Ground,Fire,770,100,180,160,150,90,90,5,999.7,40,TRUE,TRUE,Legendary,Gen 3,TRUE,9,2,Fire/Ground,34.2,180,12000,0.4775641025641026,0.8333333333333334,0.518170884891492,0.3183760683760684,37.102940585539294,72.85299153591389,64.7990418229351,S,Balanced
383,Groudon,Ground,NA,670,100,150,140,100,90,90,3.5,950,77.6,TRUE,TRUE,Legendary,Gen 3,FALSE,9,NA,Ground,26.850000000000005,150,11224.972160321824,0.4775641025641026,0.6944444444444444,0.48470447976636016,0.3183760683760684,34.32595740398049,65.70854325693762,58.1805315850398,S,Balanced
384,Mega Rayquaza,Dragon,Flying,780,105,180,100,180,100,115,10.8,392,3.4,TRUE,TRUE,Legendary,Gen 3,TRUE,15,10,Flying/Dragon,29.85000000000001,216,10500,0.7099358974358975,1,0.4533995242800555,0.47329059829059833,37.68532178894556,81.76469329360026,63.52191037166689,SS,Offensive
384,Rayquaza,Dragon,Flying,680,105,150,90,150,90,95,7,206.5,4.2,TRUE,TRUE,Legendary,Gen 3,TRUE,15,10,Flying/Dragon,29.85000000000001,180,9450,0.5240384615384616,0.8333333333333334,0.40805957185204994,0.3493589743589744,33.55564201693659,69.38861483266427,57.30407174138579,S,Offensive
385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,0.3,1.1,12.2,FALSE,TRUE,Mythical,Gen 3,TRUE,17,11,Psychic/Steel,47.15,120,10000,0.5705128205128205,0.5555555555555556,0.43180907074291,0.3803418803418803,29.63099596728616,58.01672218661542,57.47274699844934,S,Balanced
386,Deoxys Normal Forme,Psychic,NA,600,50,150,50,150,50,150,1.7,60.8,21,FALSE,TRUE,Mythical,Gen 3,FALSE,11,NA,Psychic,23.050000000000008,180,2500,1.0352564102564104,0.8333333333333334,0.1079522676857275,0.6901709401709403,24.42556935796888,66.63738552818582,38.93142378242634,S,Offensive
386,Deoxys Attack Forme,Psychic,NA,600,50,180,20,180,20,150,1.7,60.8,21,FALSE,TRUE,Mythical,Gen 3,FALSE,11,NA,Psychic,23.050000000000008,216,1000,1.0352564102564104,1,0.043180907074291,0.6901709401709403,20.899392991672006,67.72258099822031,34.850734761454994,S,Offensive
386,Deoxys Defense Forme,Psychic,NA,600,50,70,160,70,160,90,1.7,60.8,21,FALSE,TRUE,Mythical,Gen 3,FALSE,11,NA,Psychic,23.050000000000008,84,8000,0.4775641025641026,0.3888888888888889,0.345447256594328,0.3183760683760684,32.15063774536883,53.53101359262711,49.68970523696604,A,Balanced
386,Deoxys Speed Forme,Psychic,NA,600,50,95,90,95,90,180,1.7,60.8,21,FALSE,TRUE,Mythical,Gen 3,FALSE,11,NA,Psychic,23.050000000000008,114,4500,1.314102564102564,0.5277777777777778,0.1943140818343095,0.8760683760683761,30.085164457582803,68.11002330756303,44.8303690882729,S,Offensive
389,Torterra,Grass,Ground,525,95,109,105,75,85,56,2.2,310,64,FALSE,FALSE,Regular,Gen 4,TRUE,5,9,Grass/Ground,20.65,109,8974.860723153311,0.3615384615384616,0.5046296296296297,0.38754262689118724,0.24102564102564106,20,43.2487600348514,38.52380082316627,B,Balanced
392,Infernape,Fire,Fighting,534,76,104,71,104,71,108,1.2,55,38.2,FALSE,FALSE,Regular,Gen 4,TRUE,2,7,Fire/Fighting,33.650000000000006,124.8,5396,0.6448717948717949,0.5777777777777777,0.23300417457287423,0.42991452991452994,20.119998560020736,49.169305658740036,39.27376541643639,B,Offensive
395,Empoleon,Water,Steel,530,84,86,88,111,101,60,1.7,84.5,29.2,FALSE,FALSE,Regular,Gen 4,TRUE,3,17,Water/Steel,51.85,111,7919.199959591879,0.36538461538461536,0.5138888888888888,0.341958237557866,0.24358974358974358,19.100607008327998,42.415176946495706,45.94593804305011,A,Balanced
398,Staraptor,Normal,Flying,485,85,120,70,50,60,100,1.2,24.9,17.3,FALSE,FALSE,Regular,Gen 4,TRUE,1,10,Normal/Flying,30.65,120,5508.62959364668,0.5705128205128205,0.5555555555555556,0.2378676225899467,0.3803418803418803,17.759444378215203,44.981521908626675,35.99660065370726,B,Offensive
400,Bibarel,Normal,Water,410,79,85,60,55,60,71,1,31.5,31.5,FALSE,FALSE,Regular,Gen 4,TRUE,1,3,Normal/Water,33.25,85,4740,0.37596153846153846,0.39351851851851855,0.20467749953213935,0.25064102564102564,7.755157512954396,26.804162681087405,25.003528612836853,C,Balanced
402,Kricketune,Bug,NA,384,77,85,51,55,51,65,1,25.5,25.5,FALSE,FALSE,Regular,Gen 4,FALSE,12,NA,Bug,26.35,85,3927,0.3701923076923077,0.39351851851851855,0.16957142208074075,0.2467948717948718,5.60139662511091,24.347457636227837,19.937221866159803,F,Offensive
405,Luxray,Electric,NA,523,80,120,79,95,79,70,1.4,42,21.4,FALSE,FALSE,Regular,Gen 4,FALSE,4,NA,Electric,30.400000000000006,120,6320,0.375,0.5555555555555556,0.2729033327095191,0.25,16.72962492632655,41.03371158925034,35.732638244688346,B,Balanced
