dex,name,type_1,type_2,total,hp,attack,defense,sp_atk,sp_def,speed,height_m,weight_kgs,bmi,is_legendary,is_mythical,is_paradox,is_ultra_beast,is_special,category,generation,has_bug,has_dark,has_dragon,has_electric,has_fairy,has_fighting,has_fire,has_flying,has_ghost,has_grass,has_ground,has_ice,has_normal,has_poison,has_psychic,has_rock,has_steel,has_water,is_dual_type,bst_score,type_score,balance_score,access_score,total_rating,tier
264,Linoone,Normal,NA,420,78,70,61,50,61,100,0.5,32.5,130,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,20,4.615384615384616,16.794692171483447,10,51.41007678686806,D
264,LinooneGalarian Linoone,Dark,Normal,420,78,70,61,50,61,100,0.5,32.5,130,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,20,8.076923076923077,16.794692171483447,10,54.87161524840653,D
267,Beautifly,Bug,Flying,395,60,70,50,100,50,65,1,28.4,28.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15,9.23076923076923,16.104059806516453,10,50.33482903728569,D
269,Dustox,Bug,Poison,385,60,50,70,50,90,65,1.2,31.6,21.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,15,5.76923076923077,17.142675272477668,10,47.911906041708434,D
272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,1.5,55,24.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,25,8.076923076923077,18.75461948712958,10,61.83154256405266,C
275,Shiftry,Grass,Dark,480,90,100,60,90,60,80,1.3,59.6,35.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25,5.769230769230769,17.66059390784369,10,58.429824677074464,C
277,Swellow,Normal,Flying,455,60,85,60,75,50,125,0.7,19.8,40.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25,10.384615384615385,14.4859875022136,10,59.87060288682899,C
279,Pelipper,Water,Flying,440,60,50,100,95,70,65,1.2,28,19.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,20,16.153846153846153,16.322857764582047,10,62.4767039184282,C
282,Gardevoir,Psychic,Fairy,518,68,65,65,125,115,80,1.6,48.4,18.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,30,11.53846153846154,15.479369932661776,10,67.01783147112332,B
282,GardevoirMega Gardevoir,Psychic,Fairy,618,68,85,65,165,135,100,1.6,48.4,18.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,40,11.53846153846154,13.888565791745203,10,75.42702733020674,A
284,Masquerain,Bug,Flying,454,70,60,62,100,82,80,0.8,3.6,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25,9.23076923076923,17.91305317991822,10,62.14382241068745,C
286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,1.2,39.2,27.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25,3.4615384615384617,14.50501200297342,10,52.96655046451188,D
289,Slaking,Normal,NA,670,150,160,100,95,65,100,2,130.5,32.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,40,4.615384615384616,15.20585096400508,10,69.8212355793897,B
291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,0.8,12,18.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25,9.23076923076923,9.665863609231065,10,53.896632840000294,D
292,Shedinja,Bug,Ghost,236,1,90,45,30,30,40,0.8,1.2,1.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,10.384615384615385,6.2710608155143,10,36.65567620012969,F
295,Exploud,Normal,NA,490,104,91,63,91,73,68,1.5,84,37.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,25,4.615384615384616,17.93900610553214,10,57.55439072091676,C
297,Hariyama,Fighting,NA,474,144,120,60,40,60,50,2.3,253.8,48,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,25,6.923076923076923,10.64056140608463,10,52.563638329161556,D
301,Delcatty,Normal,NA,400,70,65,65,55,55,90,1.1,32.6,26.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,20,4.615384615384616,17.993098344538755,10,52.60848295992337,D
302,Sableye,Dark,Ghost,380,50,75,75,65,65,50,0.5,11,44,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15,15,18.334789064886795,10,58.33478906488679,C
302,SableyeMega Sableye,Dark,Ghost,480,50,85,125,85,115,20,0.5,161,644,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25,15,11.56278523965605,10,61.56278523965605,C
303,MawileMega Mawile,Steel,Fairy,480,50,105,125,55,95,50,1,23.5,23.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,25,24.230769230769234,13.421621865639583,10,72.65239109640882,B
303,Mawile,Steel,Fairy,380,50,85,85,55,55,50,0.6,11.5,31.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,15,24.230769230769234,16.41400526577132,10,65.64477449654055,B
306,Aggron,Steel,Rock,530,70,110,180,60,60,50,2.1,360,81.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,30,20.76923076923077,10.11839917006558,10,70.88762993929635,B
306,AggronMega Aggron,Steel,NA,630,70,140,230,60,80,50,2.2,395,81.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,40,30,8.07670644012888,10,88.07670644012887,S
308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,1.3,31.5,18.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,20,5.76923076923077,19.223452057190553,10,54.99268282642132,D
308,MedichamMega Medicham,Fighting,Psychic,510,60,100,85,80,85,100,1.3,31.5,18.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,30,5.76923076923077,18.403490974624468,10,64.17272174385525,C
310,ManectricMega Manectric,Electric,NA,575,70,75,80,135,80,135,1.8,44,13.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,35,9.230769230769232,15.308326699181409,10,69.53909592995063,B
310,Manectric,Electric,NA,475,70,75,60,105,60,105,1.5,40.2,17.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,25,9.230769230769232,16.502624072173717,10,60.73339330294295,C
311,Plusle,Electric,NA,405,60,50,40,85,75,95,0.4,4.2,26.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,20,9.230769230769232,15.42693457745198,10,54.657703808221214,D
312,Minun,Electric,NA,405,60,40,50,75,85,95,0.4,4.2,26.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,20,9.230769230769232,15.42693457745198,10,54.657703808221214,D
313,Volbeat,Bug,NA,430,65,73,75,47,85,85,0.7,17.7,36.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,20,2.307692307692308,17.869303109844623,10,50.17699541753693,D
314,Illumise,Bug,NA,430,65,47,75,73,85,85,0.6,17.7,49.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,20,2.307692307692308,17.869303109844623,10,50.17699541753693,D
317,Swalot,Poison,NA,467,100,73,83,73,83,55,1.7,80,27.7,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,25,9.230769230769232,18.035414599203932,10,62.266183829973166,C
319,SharpedoMega Sharpedo,Water,Dark,560,70,140,70,110,65,105,2.5,130.3,20.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,35,13.846153846153847,15.267553499656795,10,74.11370734581064,B
319,Sharpedo,Water,Dark,460,70,120,40,95,40,95,1.8,88.8,27.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,25,13.846153846153847,13.056751848912668,10,61.902905695066515,C
321,Wailord,Water,NA,500,170,90,45,90,45,60,14.5,398,1.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,30,16.153846153846153,10.035524124327152,10,66.1893702781733,B
323,CameruptMega Camerupt,Fire,Ground,560,70,120,100,145,105,20,2.5,320.5,51.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,35,17.307692307692307,12.143439778165138,10,74.45113208585744,B
323,Camerupt,Fire,Ground,460,70,100,70,105,75,40,1.9,220,60.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25,17.307692307692307,15.548024326058012,10,67.85571663375032,B
324,Torkoal,Fire,NA,470,70,85,140,85,70,20,0.5,80.4,321.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,25,18.461538461538463,11.594702608750895,10,65.05624107028936,B
326,Grumpig,Psychic,NA,470,80,45,65,90,110,80,0.9,71.5,88.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,25,4.615384615384616,16.10780420647484,10,55.72318882185945,C
327,Spinda,Normal,NA,360,60,60,60,60,60,60,1.1,5,4.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,15,4.615384615384616,20,10,49.61538461538461,D
330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,2,82,20.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,30,12.692307692307693,19.589214365870003,10,72.2815220581777,B
332,Cacturne,Grass,Dark,475,70,115,60,115,60,55,1.3,77.4,45.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25,5.769230769230769,14.51456167969825,10,55.28379244892902,C
334,AltariaMega Altaria,Dragon,Fairy,590,75,110,110,110,105,80,1.5,20.6,9.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,35,13.846153846153847,18.58418202116315,10,77.430335867317,A
334,Altaria,Dragon,Flying,490,75,70,90,70,105,80,1.1,20.6,17,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25,12.692307692307693,18.55782196057936,10,66.25012965288705,B
335,Zangoose,Normal,NA,458,73,115,60,60,60,90,1.3,40.3,23.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,25,4.615384615384616,15.873785739216773,10,55.48917035460139,C
336,Seviper,Poison,NA,458,73,100,60,100,60,65,2.7,52.5,7.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,25,9.230769230769232,16.82616170822612,10,61.05693093899535,C
337,Lunatone,Rock,Psychic,460,90,55,65,95,85,70,1,168,168,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,25,8.076923076923077,17.75293629665005,10,60.82985937357313,C
338,Solrock,Rock,Psychic,460,90,95,85,55,65,70,1.2,154,106.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,25,8.076923076923077,17.75293629665005,10,60.82985937357313,C
340,Whiscash,Water,Ground,468,110,78,73,76,71,60,0.9,23.6,29.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,25,16.153846153846153,17.503167218745777,10,68.65701337259193,B
342,Crawdaunt,Water,Dark,468,63,120,85,90,55,55,1.1,32.8,27.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,25,13.846153846153847,15.149170005771825,10,63.995323851925676,C
344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,1.5,108,48,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,30,10.384615384615385,16.07562237997337,10,66.46023776458875,B
346,Cradily,Rock,Grass,495,86,81,97,81,107,43,1.5,60.4,26.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25,5.769230769230769,16.466836319920937,10,57.2360670891517,C
348,Armaldo,Rock,Bug,495,75,125,100,70,80,45,1.5,68.2,30.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25,6.923076923076923,15.041111967428598,10,56.964188890505525,C
350,Milotic,Water,NA,540,95,60,79,100,125,81,6.2,162,4.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,30,16.153846153846153,16.870034955034114,10,73.02388110888026,B
351,Castform,Normal,NA,420,70,70,70,70,70,70,0.3,0.8,8.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,20,4.615384615384616,20,10,54.61538461538461,D
351,CastformSunny Form,Fire,NA,420,70,70,70,70,70,70,0.3,0.8,8.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,20,18.461538461538463,20,10,68.46153846153847,B
351,CastformRainy Form,Water,NA,420,70,70,70,70,70,70,0.3,0.8,8.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,20,16.153846153846153,20,10,66.15384615384616,B
351,CastformSnowy Form,Ice,NA,420,70,70,70,70,70,70,0.3,0.8,8.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,20,4.615384615384616,20,10,54.61538461538461,D
352,Kecleon,Normal,NA,440,60,90,70,60,120,40,1,22,22,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,20,4.615384615384616,13.94673259211929,10,48.5621172075039,D
354,BanetteMega Banette,Ghost,NA,555,64,165,75,93,83,75,1.2,13,9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,35,18.461538461538463,13.617146271187078,10,77.07868473272555,A
354,Banette,Ghost,NA,455,64,115,65,83,63,65,1.1,12.5,10.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,25,18.461538461538463,16.31741614526951,10,69.77895460680799,B
357,Tropius,Grass,Flying,460,99,68,83,72,87,51,2,100,25,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25,8.076923076923077,17.463479933968316,10,60.540403010891396,C
358,Chimecho,Psychic,NA,455,75,50,80,95,90,65,0.6,1,2.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,25,4.615384615384616,17.463824324282477,10,57.0792089396671,C
359,Absol,Dark,NA,465,65,130,60,75,60,75,1.2,47,32.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,25,11.538461538461538,14.787982834649437,10,61.326444373110974,C
359,AbsolMega Absol,Dark,NA,565,65,150,60,115,60,115,1.2,49,34,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,35,11.538461538461538,13.524636932539591,10,70.06309847100113,B
362,GlalieMega Glalie,Ice,NA,580,80,120,80,120,80,100,2.1,350.2,79.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,35,4.615384615384616,17.78372973522181,10,67.39911435060642,B
362,Glalie,Ice,NA,480,80,80,80,80,80,80,1.5,256.5,114,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,25,4.615384615384616,20,10,59.61538461538461,C
365,Walrein,Ice,Water,530,110,80,90,95,90,65,1.4,150.6,76.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,30,10.384615384615385,18.490490276025145,10,68.87510566064053,B
367,Huntail,Water,NA,485,55,104,105,94,75,52,1.7,27,9.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,25,16.153846153846153,15.839281912829462,10,66.99312806667561,B
368,Gorebyss,Water,NA,485,55,84,105,114,75,52,1.8,22.6,7,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,25,16.153846153846153,15.40804112865224,10,66.56188728249839,B
369,Relicanth,Water,Rock,485,100,90,130,45,65,55,1,23.4,23.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,25,13.846153846153847,13.700202965714345,10,62.54635681186819,C
370,Luvdisc,Water,NA,330,43,30,55,40,65,97,0.6,8.7,24.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,10,16.153846153846153,12.827512410076618,10,48.98135856392277,D
373,SalamenceMega Salamence,Dragon,Flying,700,95,145,130,120,90,120,1.8,112.6,34.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,40,12.692307692307693,18.304598486401947,10,80.99690617870964,A
