dex,name,category,generation,type_1,hp,attack,defense,sp_atk,sp_def,speed,height_m,weight_kgs,bmi,outlier_count,PC1,PC2,PC3,PC4,PC5,cluster
211,QwilfishHisuian Qwilfish,Regular,Gen 2,Dark,65,95,85,55,55,85,0.5,3.9,15.6,0,-1.5675705110748244,0.40633387381451386,-1.0627355901256597,-0.17101046360455346,-0.8042688540509823,1
212,ScizorMega Scizor,Regular,Gen 2,Bug,70,150,140,65,100,75,2,125,31.3,0,1.3379860898870364,0.8364113291482496,-0.06811269611360676,0.6666602485075337,-2.3202417812684217,4
212,Scizor,Regular,Gen 2,Bug,70,130,100,55,80,65,1.8,118,36.4,0,0.3624852191822516,0.7851598714477972,-0.7975511538091264,0.02834949455792978,-1.2633256448647003,4
213,Shuckle,Regular,Gen 2,Bug,20,10,230,10,230,5,0.6,20.5,56.9,2,0.5032894004877513,6.221223187011605,6.407749686622724,0.32656751618550417,-2.8538792906189454,4
214,HeracrossMega Heracross,Regular,Gen 2,Bug,80,185,115,40,105,75,1.7,62.5,21.6,0,1.126282373005745,0.5299839389000958,-0.958644508939444,0.40098189110654153,-2.721338377335856,4
214,Heracross,Regular,Gen 2,Bug,80,125,75,40,95,85,1.5,54,24,0,-0.2851135071949692,0.21777360529369452,-0.7724032686112015,-0.1009564991303474,-0.967546855164642,1
219,Magcargo,Regular,Gen 2,Fire,60,50,120,90,80,30,0.8,55,85.9,0,-0.4536539769671424,2.591246671608785,1.011861098720933,-0.030277537218449613,0.5764381626655948,4
222,CorsolaGalarian Corsola,Regular,Gen 2,Ghost,60,55,100,65,100,30,0.6,0.5,1.4,0,-1.3275912113155668,1.5750278144559626,1.454281354249022,-1.4101630250403363,-0.7396896971551609,4
222,Corsola,Regular,Gen 2,Water,65,55,95,65,95,35,0.6,5,13.9,0,-1.2858833224977833,1.5539978031767898,1.1398196045106925,-1.2569164789619267,-0.35841012158564267,4
224,Octillery,Regular,Gen 2,Water,75,105,75,105,75,45,0.9,28.5,35.2,0,-0.5598785795065099,0.3248646128141088,-0.016669013036635715,-0.49550005571554784,0.044393438124849555,4
225,Delibird,Regular,Gen 2,Ice,45,55,45,65,45,75,0.9,16,19.8,0,-2.681440558363966,0.15530577778128607,-0.7619887916239741,-0.5545085534284548,0.34211059350551515,1
226,Mantine,Regular,Gen 2,Water,85,40,70,80,140,70,2.1,220,49.9,0,0.31182990536308886,0.6648474729585254,2.0717965557849025,-0.3507022392665661,1.407150507060725,4
227,Skarmory,Regular,Gen 2,Steel,65,80,140,40,70,70,1.7,50.5,17.5,0,-0.2986933481955028,1.5397809800998525,-0.12734348168373055,-0.476148623525681,-1.6590055278580316,4
229,HoundoomMega Houndoom,Regular,Gen 2,Dark,75,90,90,140,90,115,1.9,49.5,13.7,0,-0.2737034024794409,-1.5903460854892375,1.0029846673356533,0.6868659188964419,-0.03751898419629196,1
229,Houndoom,Regular,Gen 2,Dark,75,90,50,110,80,95,1.4,35,17.9,0,-1.1151457667806435,-1.2114448508286002,0.0658931173960848,-0.010139423855196228,0.48530234567687486,1
230,Kingdra,Regular,Gen 2,Water,75,95,95,95,95,85,1.8,152,46.9,0,0.36209838694991753,0.15207540267177252,0.4331972663209632,0.5202697175607669,0.010158779399482593,4
232,Donphan,Regular,Gen 2,Ground,90,120,120,60,60,50,1.1,120,99.2,0,0.8912458045604541,2.189646571863517,-1.4323644271377423,0.3667106604225506,-0.002656798541264993,3
235,Smeargle,Regular,Gen 2,Normal,55,20,35,20,45,75,1.2,58,40.3,0,-2.8492699400893033,1.0695318255109463,-1.1558462829275071,-1.0459044679682883,1.2302341407585957,1
237,Hitmontop,Regular,Gen 2,Fighting,50,95,95,35,110,70,1.4,48,24.5,0,-0.7559467434586534,1.234561565591626,0.5214069371919169,0.048157001791953896,-1.4246863464016266,4
241,Miltank,Regular,Gen 2,Normal,95,80,105,40,70,100,1.2,75.5,52.4,0,-0.2687275686273667,0.9843125091275718,-0.993212984045355,0.06221537237818975,0.07712256686412436,1
243,Raikou,Legendary,Gen 2,Electric,90,85,75,115,100,115,1.9,178,49.3,0,0.3725506087165573,-0.9309237726250792,0.5359980693290415,0.862128866869009,1.0199340053206685,4
244,Entei,Legendary,Gen 2,Fire,115,115,85,90,75,100,2.1,198,44.9,0,1.1502120379872476,-0.6370951377341407,-1.0282631841367171,0.04714171391126562,0.581380406174784,4
245,Suicune,Legendary,Gen 2,Water,100,75,115,90,115,85,2,187,46.8,0,1.1610431099260898,0.5100975502723242,1.1529450803645962,0.07328923845278391,0.39307078685290076,4
248,TyranitarMega Tyranitar,Regular,Gen 2,Rock,100,164,150,95,120,71,2.5,255,40.8,0,3.130074178142235,0.44852678506513954,0.43993287935934583,0.662166349907208,-1.712598584481093,2
248,Tyranitar,Regular,Gen 2,Rock,100,134,110,95,100,61,2,202,50.5,0,1.8362023896791964,0.43386057887175977,-0.010192408414071388,0.07704462442470372,-0.36722053038095237,4
249,Lugia,Legendary,Gen 2,Psychic,106,90,130,90,154,110,5.2,216,8,1,2.804288132475144,-1.023444335397453,2.256805182524505,-0.2232859972692049,-0.8502768864866534,2
250,Ho-oh,Legendary,Gen 2,Fire,106,130,90,110,154,90,3.8,199,13.8,0,2.3867022199198065,-1.3750736392922518,1.7007308341788347,-0.058979628365084746,-0.5099822980937345,2
251,Celebi,Mythical,Gen 2,Psychic,100,100,100,100,100,100,0.6,5,13.9,0,-0.21960610350145665,-0.4574221326052891,0.5443368247867473,0.08517366450767333,-0.254453005637777,4
254,SceptileMega Sceptile,Regular,Gen 3,Grass,70,110,75,145,85,145,1.9,55.2,15.3,0,-0.45082986921868434,-2.4769985202442997,0.4163516149184429,1.5202851846276597,-0.11194606533162826,1
254,Sceptile,Regular,Gen 3,Grass,70,85,65,105,85,120,1.7,52.2,18.1,0,-0.978992580392239,-1.3522905964371654,0.2549643373747629,0.590343352331717,0.17887935023625157,1
257,Blaziken,Regular,Gen 3,Fire,80,120,70,110,70,80,1.9,52,14.4,0,-0.23186226761921475,-1.0703180443654894,-0.45797594732893737,-0.23159712828448847,-0.3167181626805431,1
257,BlazikenMega Blaziken,Regular,Gen 3,Fire,80,160,80,130,80,100,1.9,52,14.4,0,0.42301718927356013,-1.7920805042070738,-0.4747410109049372,0.7418284389745688,-1.0024477178573616,1
260,SwampertMega Swampert,Regular,Gen 3,Water,100,150,110,95,110,70,1.9,102,28.3,0,1.5341979775442642,-0.09754050434243812,0.17980431876268274,0.050401896816111805,-1.097250845559635,4
260,Swampert,Regular,Gen 3,Water,100,110,90,85,90,60,1.5,81.9,36.4,0,0.4997611525856209,0.34019155124273764,-0.11995102133397682,-0.5909532967733673,-0.00409978363009484,4
262,Mightyena,Regular,Gen 3,Dark,70,90,70,60,60,70,1,37,37,0,-1.2086213218415733,0.5794723143052656,-0.9773918332263946,-0.3659563131882651,-0.02224628323485338,1
264,Linoone,Regular,Gen 3,Normal,78,70,61,50,61,100,0.5,32.5,130,1,-1.2589090092089616,1.569037080666271,-1.5119899484439134,1.3312137207019175,1.9532532922139132,1
264,LinooneGalarian Linoone,Regular,Gen 3,Dark,78,70,61,50,61,100,0.5,32.5,130,1,-1.2589090092089616,1.569037080666271,-1.5119899484439134,1.3312137207019175,1.9532532922139132,1
267,Beautifly,Regular,Gen 3,Bug,60,70,50,100,50,65,1,28.4,28.4,0,-1.8454983216233454,-0.1837406828226173,-0.44803064245438085,-0.5274201690710715,0.69833777933879,1
269,Dustox,Regular,Gen 3,Bug,60,50,70,50,90,65,1.2,31.6,21.9,0,-1.6424062381517066,0.9284429710639532,0.5280623593023408,-0.7914286662454768,0.06493633969731433,1
272,Ludicolo,Regular,Gen 3,Water,80,70,70,90,100,70,1.5,55,24.4,0,-0.6615160411795844,0.013894408793169388,0.8569214513916644,-0.5902736855616567,0.45768139583316136,4
275,Shiftry,Regular,Gen 3,Grass,90,100,60,90,60,80,1.3,59.6,35.3,0,-0.6383793676617094,-0.4337827680518644,-1.01877973224029,-0.37426750114536206,0.5839058638178264,1
277,Swellow,Regular,Gen 3,Normal,60,85,60,75,50,125,0.7,19.8,40.4,0,-1.9673537771381684,-0.5587406321030616,-1.2555497710463186,0.969989726242698,0.27166968238779265,1
279,Pelipper,Regular,Gen 3,Water,60,50,100,95,70,65,1.2,28,19.4,0,-1.25188088381407,0.5929436868398198,0.792216611227224,-0.5390311445563333,-0.05839918121260895,4
282,Gardevoir,Regular,Gen 3,Psychic,68,65,65,125,115,80,1.6,48.4,18.9,0,-0.793140690383781,-0.7221126885539162,1.8954348821448879,-0.06212141891904818,0.5815060331435187,4
282,GardevoirMega Gardevoir,Regular,Gen 3,Psychic,68,85,65,165,135,100,1.6,48.4,18.9,0,-0.3369189976472067,-1.7354554762206689,2.6488226889951183,0.8576305470499315,0.5499088592867455,4
284,Masquerain,Regular,Gen 3,Bug,70,60,62,100,82,80,0.8,3.6,5.6,0,-1.7214118160086493,-0.4554609967834629,0.6876576965681502,-0.580389589796524,0.41691467174351005,1
286,Breloom,Regular,Gen 3,Grass,60,130,80,60,60,70,1.2,39.2,27.2,0,-0.7741397278006781,0.3442740168932788,-1.3290495371919406,0.02690795202905366,-1.2014761723288216,1
289,Slaking,Regular,Gen 3,Normal,150,160,100,95,65,100,2,130.5,32.6,0,2.0395978407413593,-1.140811272921332,-1.9915640812931352,-0.3755953854116263,0.014571346983544113,2
291,Ninjask,Regular,Gen 3,Bug,61,90,45,50,50,160,0.8,12,18.8,0,-2.4532622460287934,-1.3563207612762898,-1.8480358118698919,1.1463999571651504,-0.0793186449837503,1
292,Shedinja,Regular,Gen 3,Bug,1,90,45,30,30,40,0.8,1.2,1.9,0,-3.327745672792227,1.0271472309676952,-1.52561655083466,-0.7264573719039124,-1.5953800220740952,1
295,Exploud,Regular,Gen 3,Normal,104,91,63,91,73,68,1.5,84,37.3,0,-0.1360088744589848,-0.19934863092753524,-0.5608693155955816,-0.8418038130230199,0.9565427429801762,4
297,Hariyama,Regular,Gen 3,Fighting,144,120,60,40,60,50,2.3,253.8,48,0,1.5534051596292888,0.4086797209606108,-2.482480402163061,-1.890576861886574,1.137673668057905,4
301,Delcatty,Regular,Gen 3,Normal,70,65,65,55,55,90,1.1,32.6,26.9,0,-1.7376618583095413,0.21686990832576714,-0.9205820286087123,-0.42537270133902927,0.29388185729607547,1
303,MawileMega Mawile,Regular,Gen 3,Steel,50,105,125,55,95,50,1,23.5,23.5,0,-0.43050073169611514,1.6783663223945071,0.5469661405158557,-0.06321206346631836,-1.922292955566877,4
303,Mawile,Regular,Gen 3,Steel,50,85,85,55,55,50,0.6,11.5,31.9,0,-1.6353312856118842,1.3481977902415876,-0.7003256213416809,-0.4696199421414451,-0.6737295704409,1
306,Aggron,Regular,Gen 3,Steel,70,110,180,60,60,50,2.1,360,81.6,0,2.361202111276144,2.767287657856059,-0.6996805227216278,0.7049055425641104,-1.2732290194141607,3
306,AggronMega Aggron,Regular,Gen 3,Steel,70,140,230,60,80,50,2.2,395,81.6,2,3.6818975205495605,3.3188944924815758,-0.16506870157316603,1.335959565602232,-2.641538576889627,3
308,Medicham,Regular,Gen 3,Fighting,60,60,75,60,75,80,1.3,31.5,18.6,0,-1.5917177753382696,0.423857942051995,0.06442198593574625,-0.4663140884472735,-0.11944481314579125,1
308,MedichamMega Medicham,Regular,Gen 3,Fighting,60,100,85,80,85,100,1.3,31.5,18.6,0,-0.9368383184454949,-0.2979045177895894,0.04765692235974649,0.5071114788117836,-0.8051743683226098,1
310,ManectricMega Manectric,Regular,Gen 3,Electric,70,75,80,135,80,135,1.8,44,13.6,0,-0.8983365238950658,-1.886111619530591,0.7278796666237307,0.9365436926986586,0.27944055075771307,1
310,Manectric,Regular,Gen 3,Electric,70,75,60,105,60,105,1.5,40.2,17.9,0,-1.4041509866943231,-1.1233877930147997,-0.30532641987738596,0.05435535060760982,0.48051834133499544,1
311,Plusle,Regular,Gen 3,Electric,60,50,40,85,75,95,0.4,4.2,26.3,0,-2.4941208598348834,-0.32292287479316956,0.1658015953582589,-0.02723320118887433,1.009312752249719,1
312,Minun,Regular,Gen 3,Electric,60,40,50,75,85,95,0.4,4.2,26.3,0,-2.434317528375345,0.05264798128410755,0.5454051980128518,-0.06449023217502935,0.8974075589442472,1
313,Volbeat,Regular,Gen 3,Bug,65,73,75,47,85,85,0.7,17.7,36.1,0,-1.5123842004509183,0.8322489132865073,-0.15014344525922488,-0.0017777067049946395,-0.09274142520847149,1
314,Illumise,Regular,Gen 3,Bug,65,47,75,73,85,85,0.6,17.7,49.2,0,-1.6642459135019194,0.8074462122159853,0.5070255274450723,0.1374172385545223,0.7679644633203967,1
317,Swalot,Regular,Gen 3,Poison,100,73,83,73,83,55,1.7,80,27.7,0,-0.07707028086105108,0.548184558390402,0.04860448485507417,-1.3219896501398378,0.5007108014106632,4
319,SharpedoMega Sharpedo,Regular,Gen 3,Water,70,140,70,110,65,105,2.5,130.3,20.8,0,0.20179745577159985,-1.6210944556889162,-0.9841780547256288,0.6660256003125233,-0.6664222665683991,1
319,Sharpedo,Regular,Gen 3,Water,70,120,40,95,40,95,1.8,88.8,27.4,0,-0.9877415191689373,-1.3378223516043732,-1.8449855547583776,0.10222709112818482,0.2042450933787947,1
321,Wailord,Regular,Gen 3,Water,170,90,45,90,45,60,14.5,398,1.9,2,5.874645356119024,-4.210685417349449,-1.8728876244717085,-4.992662068131269,1.4844210217978948,2
323,CameruptMega Camerupt,Regular,Gen 3,Fire,70,120,100,145,105,20,2.5,320.5,51.3,0,2.059817324386115,0.4217020018979839,1.3224363498220575,-0.05842871964088417,0.01490705157000341,4
323,Camerupt,Regular,Gen 3,Fire,70,100,70,105,75,40,1.9,220,60.9,0,0.4355547029065674,0.5546466752471,-0.13764944714689606,-0.1972590604165046,0.6619348723376052,4
326,Grumpig,Regular,Gen 3,Psychic,80,45,65,90,110,80,0.9,71.5,88.3,0,-0.7675473690932557,0.9757087168901645,1.107130526737551,0.5178480336521218,1.958180279476403,4
327,Spinda,Regular,Gen 3,Normal,60,60,60,60,60,60,1.1,5,4.1,0,-2.0672035051670026,0.36201216485720217,-0.32223912301779445,-1.2427155403112173,-0.06973637719706638,1
330,Flygon,Regular,Gen 3,Ground,80,100,80,80,80,100,2,82,20.5,0,-0.2717462784004357,-0.612132703477665,-0.34553085560339625,0.043676151847357125,-0.30634348023180724,1
332,Cacturne,Regular,Gen 3,Grass,70,115,60,115,60,55,1.3,77.4,45.8,0,-0.48104490658652,-0.21808307070297325,-0.6569415256543112,-0.08260894584710154,0.3545590998595286,1
334,AltariaMega Altaria,Regular,Gen 3,Dragon,75,110,110,110,105,80,1.5,20.6,9.2,0,0.10007105868555735,-0.31864584659907697,1.1090330318323465,0.1301576327916107,-1.090659217715581,4
334,Altaria,Regular,Gen 3,Dragon,75,70,90,70,105,80,1.1,20.6,17,0,-0.8648595771975349,0.4448430599300145,0.9364467745610267,-0.3518827567937503,-0.27777343176158115,4
335,Zangoose,Regular,Gen 3,Normal,73,115,60,60,60,90,1.3,40.3,23.8,0,-1.0531702946027732,-0.32526157760454244,-1.4658235491063496,-0.0935623582681489,-0.42311330084980403,1
336,Seviper,Regular,Gen 3,Poison,73,100,60,100,60,65,2.7,52.5,7.2,0,-0.5310220604514376,-0.9594805878750503,-0.5023942866367379,-0.9958461113313126,-0.16666718723714463,1
337,Lunatone,Regular,Gen 3,Rock,90,55,65,95,85,70,1,168,168,1,0.1988723445876024,1.9931070198308385,-0.17035901421790328,1.381129549586821,3.3668780899775594,3
338,Solrock,Regular,Gen 3,Rock,90,95,85,55,65,70,1.2,154,106.9,0,0.2817806548626506,1.6843963576266245,-1.4196930661031806,0.5154869946088941,1.1144829584748401,3
340,Whiscash,Regular,Gen 3,Water,110,78,73,76,71,60,0.9,23.6,29.1,0,-0.5575134691520552,0.3627595645505813,-0.5119886080871682,-1.3433258233531435,0.8328592828968937,4
342,Crawdaunt,Regular,Gen 3,Water,63,120,85,90,55,55,1.1,32.8,27.1,0,-0.6837833689541519,0.2789638604778625,-0.8453358110151985,-0.24415134131103788,-0.8040225096392898,1
344,Claydol,Regular,Gen 3,Ground,60,70,105,70,120,75,1.5,108,48,0,-0.15611619224225143,1.2060835144489193,1.4639556894563333,0.4485993461186787,-0.30263178337873303,4
346,Cradily,Regular,Gen 3,Rock,86,81,97,81,107,43,1.5,60.4,26.8,0,0.08952171543470273,0.9447582536427351,1.055079587208678,-0.9948056826851388,-0.13892089180262085,4
348,Armaldo,Regular,Gen 3,Rock,75,125,100,70,80,45,1.5,68.2,30.3,0,0.21848022522473573,0.8865663517138387,-0.42143018591790854,-0.5136828126695556,-1.096344014081166,4
350,Milotic,Regular,Gen 3,Water,95,60,79,100,125,81,6.2,162,4.2,1,1.654483280904766,-1.5239030208664517,1.8683339698512953,-1.5160485715354048,0.27915587666107383,2
351,Castform,Regular,Gen 3,Normal,70,70,70,70,70,70,0.3,0.8,8.9,0,-1.8347394387655966,0.34908388344873525,-0.1264404500756709,-0.7608781283190125,-0.039919580786697606,1
351,CastformSunny Form,Regular,Gen 3,Fire,70,70,70,70,70,70,0.3,0.8,8.9,0,-1.8347394387655966,0.34908388344873525,-0.1264404500756709,-0.7608781283190125,-0.039919580786697606,1
351,CastformRainy Form,Regular,Gen 3,Water,70,70,70,70,70,70,0.3,0.8,8.9,0,-1.8347394387655966,0.34908388344873525,-0.1264404500756709,-0.7608781283190125,-0.039919580786697606,1
351,CastformSnowy Form,Regular,Gen 3,Ice,70,70,70,70,70,70,0.3,0.8,8.9,0,-1.8347394387655966,0.34908388344873525,-0.1264404500756709,-0.7608781283190125,-0.039919580786697606,1
352,Kecleon,Regular,Gen 3,Normal,60,90,70,60,120,40,1,22,22,0,-0.9111271750496082,1.0856179290872374,1.101480031705318,-0.7100809467491705,-0.592043921601337,4
354,BanetteMega Banette,Regular,Gen 3,Ghost,64,165,75,93,83,75,1.2,13,9,0,-0.28273530198082,-0.7380163891592872,-0.698595039940805,0.3492363292621093,-1.7009897932598632,1
354,Banette,Regular,Gen 3,Ghost,64,115,65,83,63,65,1.1,12.5,10.3,0,-1.1606374720346295,-0.2594802344216833,-0.7549002676430194,-0.46689995324811556,-0.7104665927289998,1
357,Tropius,Regular,Gen 3,Grass,99,68,83,72,87,51,2,100,25,0,0.05457785699285058,0.5733609693618229,0.2567646759346113,-1.488860192932268,0.5099641686036309,4
358,Chimecho,Regular,Gen 3,Psychic,75,50,80,95,90,65,0.6,1,2.8,0,-1.4946564225739767,0.19344449044305723,1.1741212265509255,-0.9686006323410024,0.26989714242726537,4
359,Absol,Regular,Gen 3,Dark,65,130,60,75,60,75,1.2,47,32.6,0,-0.8582868240805499,-0.19569028313940884,-1.3801316257354084,0.11288942671272495,-0.5492544990473086,1
359,AbsolMega Absol,Regular,Gen 3,Dark,65,150,60,115,60,115,1.2,49,34,0,-0.6309730076750594,-1.582792112456815,-1.318398532147483,1.3557752982643556,-0.5053582663912949,1
362,GlalieMega Glalie,Regular,Gen 3,Ice,80,120,80,120,80,100,2.1,350.2,79.4,0,1.4528786173109394,-0.4857713094053968,-0.5272737839411651,1.5465735438995094,0.8890880284278697,3
362,Glalie,Regular,Gen 3,Ice,80,80,80,80,80,80,1.5,256.5,114,1,0.5700153232312897,1.2982597002896157,-0.5161136959352569,1.1144415829786878,1.658766869551802,3
365,Walrein,Regular,Gen 3,Ice,110,80,90,95,90,65,1.4,150.6,76.8,0,0.7888527851786442,0.8323515243377211,0.09665360281655358,-0.18158008644408985,1.457963394493715,4
367,Huntail,Regular,Gen 3,Water,55,104,105,94,75,52,1.7,27,9.3,0,-0.4631446768814841,0.3509933485481603,0.3628988296655918,-0.4455411858460101,-1.3488800050340075,4
368,Gorebyss,Regular,Gen 3,Water,55,84,105,114,75,52,1.8,22.6,7,0,-0.6036259590427666,0.11847586499645041,0.9309547143499364,-0.5607173477971543,-0.889120260817146,4
369,Relicanth,Regular,Gen 3,Water,100,90,130,45,65,55,1,23.4,23.4,0,0.015915533556122297,1.5716862560417184,-0.6924583353880859,-1.1902467687448155,-0.8687114675127725,4
370,Luvdisc,Regular,Gen 3,Water,43,30,55,40,65,97,0.6,8.7,24.2,0,-3.0020482921051186,0.6337442289509174,-0.18356032205436643,-0.14935139815123302,0.378710354098656,1
373,SalamenceMega Salamence,Regular,Gen 3,Dragon,95,145,130,120,90,120,1.8,112.6,34.8,0,1.426008119197583,-0.9273510556853446,-0.07445187427045513,1.3802931240192173,-1.053364879609064,4
373,Salamence,Regular,Gen 3,Dragon,95,135,80,110,80,100,1.5,102.6,45.6,0,0.5383760954817528,-0.8817523620868528,-0.7071873059993297,0.7292778324398983,0.06945640199013366,1
376,MetagrossMega Metagross,Regular,Gen 3,Steel,80,145,150,105,110,110,2.5,942.9,150.9,2,5.50478562170182,1.488505377941437,-0.3981441826324086,3.9191000188568283,0.8157810799802723,3
376,Metagross,Regular,Gen 3,Steel,80,135,130,95,90,70,1.6,550,214.8,2,3.6927334095395334,3.06432644486417,-1.00608891147919,3.533578066450485,1.8301112249530165,3
377,Regirock,Legendary,Gen 3,Rock,80,100,200,50,100,50,1.7,230,79.6,1,2.3359437332994664,3.3457812857123637,0.638798206577962,0.6316470181001077,-1.5982630814852725,3
378,Regice,Legendary,Gen 3,Ice,80,50,100,100,200,50,1.8,175,54,1,1.1321905780662478,1.3625999965460256,4.3476719441548,0.08556397906306232,0.6933025886937898,4
379,Registeel,Legendary,Gen 3,Steel,80,75,150,75,150,50,1.9,205,56.8,0,1.739664793968266,2.1813839015271,2.5400120395079164,0.18298764723605077,-0.6093511873136583,4
380,LatiasMega Latias,Legendary,Gen 3,Dragon,80,100,120,140,150,110,1.8,52,16,0,0.8057906320198244,-0.9651341821563012,2.830796164697921,1.1164629363759477,-0.7217026979422192,4
380,Latias,Legendary,Gen 3,Dragon,80,80,90,110,130,110,1.4,40,20.4,0,-0.2485143471724382,-0.7126681309955314,1.8651267921163068,0.6405699450453951,-0.006395230746620906,4
381,LatiosMega Latios,Legendary,Gen 3,Dragon,80,130,100,160,120,110,2.3,70,13.2,0,0.9384507024042325,-1.9558112583637661,1.6456285535667816,1.107342670974448,-0.6972314722756159,4
381,Latios,Legendary,Gen 3,Dragon,80,90,80,130,110,110,2,60,15,0,-0.10183106652325613,-1.474970758921889,1.3484468930174738,0.5094917665421871,0.115873352585942,4
382,KyogrePrimal Kyogre,Legendary,Gen 3,Water,100,150,90,180,160,90,9.8,430,4.5,2,5.651253657871589,-4.00070592983863,2.601195119741624,-0.3407257188761624,-0.6437402094164766,2
382,Kyogre,Legendary,Gen 3,Water,100,100,90,150,140,90,4.5,352,17.4,0,2.8146837145802728,-1.8760861578148305,2.204077445141009,0.0028396238668373375,0.44333272678886165,2
383,GroudonPrimal Groudon,Legendary,Gen 3,Ground,100,180,160,150,90,90,5,999.7,40,2,6.925104785588202,-1.17411169203873,-0.3679111030327988,1.5734996375934593,-0.917155920693868,2
383,Groudon,Legendary,Gen 3,Ground,100,150,140,100,90,90,3.5,950,77.6,1,5.6410104582045575,0.33845183123175027,-0.9416173503203618,1.7221940212327675,0.10504951235376869,2
384,RayquazaMega Rayquaza,Legendary,Gen 3,Dragon,105,180,100,180,100,115,10.8,392,3.4,2,5.81291721918981,-4.909505377039652,0.37019907291921955,-0.16504865090613907,-1.209839334870296,2
384,Rayquaza,Legendary,Gen 3,Dragon,105,150,90,150,90,95,7,206.5,4.2,1,3.274577047414782,-3.2255922867754476,0.153698999772389,-0.5921330253527192,-0.724400090082614,2
385,Jirachi,Mythical,Gen 3,Steel,100,100,100,100,100,100,0.3,1.1,12.2,0,-0.34389973982846117,-0.4103502704105454,0.5488727670615776,0.10844288743325176,-0.2641168663833673,4
386,DeoxysNormal Forme,Mythical,Gen 3,Psychic,50,150,50,150,50,150,1.7,60.8,21,0,-0.9666776051740016,-3.0903875991703296,-1.1877853012012483,2.1635605760333814,-0.4866722473350371,1
386,DeoxysAttack Forme,Mythical,Gen 3,Psychic,50,180,20,180,20,150,1.7,60.8,21,0,-1.146087599552617,-4.217100167402162,-2.3265961091650276,2.2753316689918464,-0.15095666741862213,1
386,DeoxysDefense Forme,Mythical,Gen 3,Psychic,50,70,160,70,160,90,1.7,60.8,21,0,0.40307886208555965,1.4409891513668471,3.2491444502938487,0.9486400242286324,-1.9826657427070835,4
386,DeoxysSpeed Forme,Mythical,Gen 3,Psychic,50,95,90,95,90,180,1.7,60.8,21,0,-1.0834241899381662,-1.7881528417047856,0.19998404826983807,2.4170790575672836,-0.8017748360509946,1
389,Torterra,Regular,Gen 4,Grass,95,109,105,75,85,56,2.2,310,64,0,1.766245477190657,1.0512160692139116,-0.4668466887994296,-0.10956185158555332,0.22235115411676382,3
392,Infernape,Regular,Gen 4,Fire,76,104,71,104,71,108,1.2,55,38.2,0,-0.6969884120959369,-0.832406597393928,-0.4941835795550405,0.7402631169985868,0.22422497145891312,1
395,Empoleon,Regular,Gen 4,Water,84,86,88,111,101,60,1.7,84.5,29.2,0,0.1603092323407544,0.03405928788930242,1.0576180222810287,-0.4530053972815953,0.2215547074335073,4
398,Staraptor,Regular,Gen 4,Normal,85,120,70,50,60,100,1.2,24.9,17.3,0,-0.8687484298895695,-0.36868782237176134,-1.7102353135528068,-0.1622377781930423,-0.6513557792067333,1
400,Bibarel,Regular,Gen 4,Normal,79,85,60,55,60,71,1,31.5,31.5,0,-1.31867271062793,0.4041753940418033,-1.1085990987099972,-0.7169630031960447,0.2640453557940443,1
402,Kricketune,Regular,Gen 4,Bug,77,85,51,55,51,65,1,25.5,25.5,0,-1.5720975713128311,0.2849753154544423,-1.3671700990950297,-0.9950233171792974,0.30346299986192415,1
405,Luxray,Regular,Gen 4,Electric,80,120,79,95,79,70,1.4,42,21.4,0,-0.22502467956769007,-0.31285363558694,-0.31276869935904517,-0.24221366557565144,-0.4958129832665945,4
407,Roserade,Regular,Gen 4,Grass,60,70,65,125,105,90,0.9,14.5,17.9,0,-1.3601624553548581,-0.763206548163604,1.5672535146056652,0.3532820572449362,0.37197079803355476,1
409,Rampardos,Regular,Gen 4,Rock,97,165,60,65,50,58,1.6,102.5,40,0,0.4104972340101444,-0.13813717814629817,-2.5738334229267723,-0.5342040957348295,-0.47597101935962105,1
411,Bastiodon,Regular,Gen 4,Rock,60,52,168,47,138,30,1.3,149.5,88.5,0,1.0247468241680213,3.975858761223484,2.4260954174789626,0.33772981042425443,-0.6624975609562357,3
413,WormadamPlant Cloak,Regular,Gen 4,Bug,60,59,85,79,105,36,0.5,6.5,26,0,-1.29055102880325,1.404248747819212,1.4715083717488924,-0.8251366288431241,-0.058077819912389236,4
413,WormadamSandy Cloak,Regular,Gen 4,Bug,60,79,105,59,85,36,0.5,6.5,26,0,-1.0386318984513367,1.8112947220201503,0.4840592100934698,-0.7768817330062181,-0.8602518064898416,4
413,WormadamTrash Cloak,Regular,Gen 4,Bug,60,69,95,69,95,36,0.5,6.5,26,0,-1.1645914636272934,1.6077717349196814,0.9777837909211813,-0.8010091809246711,-0.4591648132011154,4
414,Mothim,Regular,Gen 4,Bug,70,94,50,94,50,66,0.9,23.3,28.8,0,-1.484568161925177,-0.2812228252499341,-0.963174071031521,-0.4953951634984397,0.43324296285745584,1
416,Vespiquen,Regular,Gen 4,Bug,70,80,102,80,102,40,1.2,38.5,26.7,0,-0.3397638144255537,1.2221775939724224,1.113077777918763,-0.7528164111256314,-0.5020682030340535,4
417,Pachirisu,Regular,Gen 4,Electric,60,45,70,45,90,95,0.4,3.9,24.4,0,-2.20376092157554,0.7365852000624333,0.3820309562014635,-0.09247485099254808,0.1748857964814076,1
