dex,name,variant,display_name,sprite_png,sprite_avif,gif_url,gif_url_shiny,showdown_gif,showdown_gif_shiny,local_filename,local_gif_path
0199,Slowking,NA,Slowking,https://img.pokemondb.net/sprites/scarlet-violet/icon/slowking.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/slowking.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/slowking.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/slowking.gif,https://play.pokemonshowdown.com/sprites/ani/slowking.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/slowking.gif,slowking.gif,assets/sprites/gif/slowking.gif
0199,Slowking,Galarian Slowking,Slowking (Galarian Slowking),https://img.pokemondb.net/sprites/scarlet-violet/icon/slowking-galarian.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/slowking-galarian.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/slowking-galarian.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/slowking-galarian.gif,https://play.pokemonshowdown.com/sprites/ani/slowking-galar.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/slowking-galar.gif,slowking-galarian-slowking.gif,assets/sprites/gif/slowking-galarian-slowking.gif
0200,Misdreavus,NA,Misdreavus,https://img.pokemondb.net/sprites/scarlet-violet/icon/misdreavus.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/misdreavus.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/misdreavus.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/misdreavus.gif,https://play.pokemonshowdown.com/sprites/ani/misdreavus.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/misdreavus.gif,misdreavus.gif,assets/sprites/gif/misdreavus.gif
0201,Unown,NA,Unown,https://img.pokemondb.net/sprites/scarlet-violet/icon/unown.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/unown.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/unown.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/unown.gif,https://play.pokemonshowdown.com/sprites/ani/unown.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/unown.gif,unown.gif,assets/sprites/gif/unown.gif
0202,Wobbuffet,NA,Wobbuffet,https://img.pokemondb.net/sprites/scarlet-violet/icon/wobbuffet.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wobbuffet.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/wobbuffet.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/wobbuffet.gif,https://play.pokemonshowdown.com/sprites/ani/wobbuffet.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/wobbuffet.gif,wobbuffet.gif,assets/sprites/gif/wobbuffet.gif
0203,Girafarig,NA,Girafarig,https://img.pokemondb.net/sprites/scarlet-violet/icon/girafarig.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/girafarig.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/girafarig.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/girafarig.gif,https://play.pokemonshowdown.com/sprites/ani/girafarig.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/girafarig.gif,girafarig.gif,assets/sprites/gif/girafarig.gif
0204,Pineco,NA,Pineco,https://img.pokemondb.net/sprites/scarlet-violet/icon/pineco.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pineco.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/pineco.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/pineco.gif,https://play.pokemonshowdown.com/sprites/ani/pineco.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/pineco.gif,pineco.gif,assets/sprites/gif/pineco.gif
0205,Forretress,NA,Forretress,https://img.pokemondb.net/sprites/scarlet-violet/icon/forretress.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/forretress.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/forretress.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/forretress.gif,https://play.pokemonshowdown.com/sprites/ani/forretress.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/forretress.gif,forretress.gif,assets/sprites/gif/forretress.gif
0206,Dunsparce,NA,Dunsparce,https://img.pokemondb.net/sprites/scarlet-violet/icon/dunsparce.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dunsparce.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/dunsparce.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/dunsparce.gif,https://play.pokemonshowdown.com/sprites/ani/dunsparce.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/dunsparce.gif,dunsparce.gif,assets/sprites/gif/dunsparce.gif
0207,Gligar,NA,Gligar,https://img.pokemondb.net/sprites/scarlet-violet/icon/gligar.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gligar.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/gligar.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/gligar.gif,https://play.pokemonshowdown.com/sprites/ani/gligar.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/gligar.gif,gligar.gif,assets/sprites/gif/gligar.gif
0208,Steelix,NA,Steelix,https://img.pokemondb.net/sprites/scarlet-violet/icon/steelix.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/steelix.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/steelix.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/steelix.gif,https://play.pokemonshowdown.com/sprites/ani/steelix.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/steelix.gif,steelix.gif,assets/sprites/gif/steelix.gif
0208,Steelix,Mega Steelix,Steelix (Mega Steelix),https://img.pokemondb.net/sprites/scarlet-violet/icon/steelix-mega.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/steelix-mega.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/steelix-mega.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/steelix-mega.gif,https://play.pokemonshowdown.com/sprites/ani/steelix-mega.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/steelix-mega.gif,steelix-mega-steelix.gif,assets/sprites/gif/steelix-mega-steelix.gif
0209,Snubbull,NA,Snubbull,https://img.pokemondb.net/sprites/scarlet-violet/icon/snubbull.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/snubbull.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/snubbull.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/snubbull.gif,https://play.pokemonshowdown.com/sprites/ani/snubbull.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/snubbull.gif,snubbull.gif,assets/sprites/gif/snubbull.gif
0210,Granbull,NA,Granbull,https://img.pokemondb.net/sprites/scarlet-violet/icon/granbull.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/granbull.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/granbull.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/granbull.gif,https://play.pokemonshowdown.com/sprites/ani/granbull.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/granbull.gif,granbull.gif,assets/sprites/gif/granbull.gif
0211,Qwilfish,NA,Qwilfish,https://img.pokemondb.net/sprites/scarlet-violet/icon/qwilfish.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/qwilfish.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/qwilfish.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/qwilfish.gif,https://play.pokemonshowdown.com/sprites/ani/qwilfish.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/qwilfish.gif,qwilfish.gif,assets/sprites/gif/qwilfish.gif
0211,Qwilfish,Hisuian Qwilfish,Qwilfish (Hisuian Qwilfish),https://img.pokemondb.net/sprites/scarlet-violet/icon/qwilfish-hisuian.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/qwilfish-hisuian.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/qwilfish-hisuian.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/qwilfish-hisuian.gif,https://play.pokemonshowdown.com/sprites/ani/qwilfish-hisui.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/qwilfish-hisui.gif,qwilfish-hisuian-qwilfish.gif,assets/sprites/gif/qwilfish-hisuian-qwilfish.gif
0212,Scizor,NA,Scizor,https://img.pokemondb.net/sprites/scarlet-violet/icon/scizor.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/scizor.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/scizor.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/scizor.gif,https://play.pokemonshowdown.com/sprites/ani/scizor.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/scizor.gif,scizor.gif,assets/sprites/gif/scizor.gif
0212,Scizor,Mega Scizor,Scizor (Mega Scizor),https://img.pokemondb.net/sprites/scarlet-violet/icon/scizor-mega.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/scizor-mega.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/scizor-mega.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/scizor-mega.gif,https://play.pokemonshowdown.com/sprites/ani/scizor-mega.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/scizor-mega.gif,scizor-mega-scizor.gif,assets/sprites/gif/scizor-mega-scizor.gif
0213,Shuckle,NA,Shuckle,https://img.pokemondb.net/sprites/scarlet-violet/icon/shuckle.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shuckle.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/shuckle.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/shuckle.gif,https://play.pokemonshowdown.com/sprites/ani/shuckle.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/shuckle.gif,shuckle.gif,assets/sprites/gif/shuckle.gif
0214,Heracross,NA,Heracross,https://img.pokemondb.net/sprites/scarlet-violet/icon/heracross.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/heracross.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/heracross.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/heracross.gif,https://play.pokemonshowdown.com/sprites/ani/heracross.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/heracross.gif,heracross.gif,assets/sprites/gif/heracross.gif
0214,Heracross,Mega Heracross,Heracross (Mega Heracross),https://img.pokemondb.net/sprites/scarlet-violet/icon/heracross-mega.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/heracross-mega.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/heracross-mega.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/heracross-mega.gif,https://play.pokemonshowdown.com/sprites/ani/heracross-mega.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/heracross-mega.gif,heracross-mega-heracross.gif,assets/sprites/gif/heracross-mega-heracross.gif
0215,Sneasel,NA,Sneasel,https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasel.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sneasel.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/sneasel.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/sneasel.gif,https://play.pokemonshowdown.com/sprites/ani/sneasel.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/sneasel.gif,sneasel.gif,assets/sprites/gif/sneasel.gif
0215,Sneasel,Hisuian Sneasel,Sneasel (Hisuian Sneasel),https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasel-hisuian.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sneasel-hisuian.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/sneasel-hisuian.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/sneasel-hisuian.gif,https://play.pokemonshowdown.com/sprites/ani/sneasel-hisui.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/sneasel-hisui.gif,sneasel-hisuian-sneasel.gif,assets/sprites/gif/sneasel-hisuian-sneasel.gif
0216,Teddiursa,NA,Teddiursa,https://img.pokemondb.net/sprites/scarlet-violet/icon/teddiursa.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/teddiursa.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/teddiursa.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/teddiursa.gif,https://play.pokemonshowdown.com/sprites/ani/teddiursa.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/teddiursa.gif,teddiursa.gif,assets/sprites/gif/teddiursa.gif
0217,Ursaring,NA,Ursaring,https://img.pokemondb.net/sprites/scarlet-violet/icon/ursaring.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ursaring.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/ursaring.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/ursaring.gif,https://play.pokemonshowdown.com/sprites/ani/ursaring.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/ursaring.gif,ursaring.gif,assets/sprites/gif/ursaring.gif
0218,Slugma,NA,Slugma,https://img.pokemondb.net/sprites/scarlet-violet/icon/slugma.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/slugma.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/slugma.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/slugma.gif,https://play.pokemonshowdown.com/sprites/ani/slugma.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/slugma.gif,slugma.gif,assets/sprites/gif/slugma.gif
0219,Magcargo,NA,Magcargo,https://img.pokemondb.net/sprites/scarlet-violet/icon/magcargo.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/magcargo.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/magcargo.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/magcargo.gif,https://play.pokemonshowdown.com/sprites/ani/magcargo.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/magcargo.gif,magcargo.gif,assets/sprites/gif/magcargo.gif
0220,Swinub,NA,Swinub,https://img.pokemondb.net/sprites/scarlet-violet/icon/swinub.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/swinub.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/swinub.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/swinub.gif,https://play.pokemonshowdown.com/sprites/ani/swinub.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/swinub.gif,swinub.gif,assets/sprites/gif/swinub.gif
0221,Piloswine,NA,Piloswine,https://img.pokemondb.net/sprites/scarlet-violet/icon/piloswine.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/piloswine.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/piloswine.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/piloswine.gif,https://play.pokemonshowdown.com/sprites/ani/piloswine.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/piloswine.gif,piloswine.gif,assets/sprites/gif/piloswine.gif
0222,Corsola,NA,Corsola,https://img.pokemondb.net/sprites/scarlet-violet/icon/corsola.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/corsola.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/corsola.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/corsola.gif,https://play.pokemonshowdown.com/sprites/ani/corsola.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/corsola.gif,corsola.gif,assets/sprites/gif/corsola.gif
0222,Corsola,Galarian Corsola,Corsola (Galarian Corsola),https://img.pokemondb.net/sprites/scarlet-violet/icon/corsola-galarian.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/corsola-galarian.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/corsola-galarian.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/corsola-galarian.gif,https://play.pokemonshowdown.com/sprites/ani/corsola-galar.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/corsola-galar.gif,corsola-galarian-corsola.gif,assets/sprites/gif/corsola-galarian-corsola.gif
0223,Remoraid,NA,Remoraid,https://img.pokemondb.net/sprites/scarlet-violet/icon/remoraid.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/remoraid.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/remoraid.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/remoraid.gif,https://play.pokemonshowdown.com/sprites/ani/remoraid.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/remoraid.gif,remoraid.gif,assets/sprites/gif/remoraid.gif
0224,Octillery,NA,Octillery,https://img.pokemondb.net/sprites/scarlet-violet/icon/octillery.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/octillery.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/octillery.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/octillery.gif,https://play.pokemonshowdown.com/sprites/ani/octillery.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/octillery.gif,octillery.gif,assets/sprites/gif/octillery.gif
0225,Delibird,NA,Delibird,https://img.pokemondb.net/sprites/scarlet-violet/icon/delibird.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/delibird.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/delibird.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/delibird.gif,https://play.pokemonshowdown.com/sprites/ani/delibird.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/delibird.gif,delibird.gif,assets/sprites/gif/delibird.gif
0226,Mantine,NA,Mantine,https://img.pokemondb.net/sprites/scarlet-violet/icon/mantine.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mantine.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/mantine.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/mantine.gif,https://play.pokemonshowdown.com/sprites/ani/mantine.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/mantine.gif,mantine.gif,assets/sprites/gif/mantine.gif
0227,Skarmory,NA,Skarmory,https://img.pokemondb.net/sprites/scarlet-violet/icon/skarmory.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/skarmory.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/skarmory.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/skarmory.gif,https://play.pokemonshowdown.com/sprites/ani/skarmory.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/skarmory.gif,skarmory.gif,assets/sprites/gif/skarmory.gif
0228,Houndour,NA,Houndour,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndour.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/houndour.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/houndour.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/houndour.gif,https://play.pokemonshowdown.com/sprites/ani/houndour.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/houndour.gif,houndour.gif,assets/sprites/gif/houndour.gif
0229,Houndoom,NA,Houndoom,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndoom.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/houndoom.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/houndoom.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/houndoom.gif,https://play.pokemonshowdown.com/sprites/ani/houndoom.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/houndoom.gif,houndoom.gif,assets/sprites/gif/houndoom.gif
0229,Houndoom,Mega Houndoom,Houndoom (Mega Houndoom),https://img.pokemondb.net/sprites/scarlet-violet/icon/houndoom-mega.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/houndoom-mega.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/houndoom-mega.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/houndoom-mega.gif,https://play.pokemonshowdown.com/sprites/ani/houndoom-mega.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/houndoom-mega.gif,houndoom-mega-houndoom.gif,assets/sprites/gif/houndoom-mega-houndoom.gif
0230,Kingdra,NA,Kingdra,https://img.pokemondb.net/sprites/scarlet-violet/icon/kingdra.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kingdra.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/kingdra.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/kingdra.gif,https://play.pokemonshowdown.com/sprites/ani/kingdra.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/kingdra.gif,kingdra.gif,assets/sprites/gif/kingdra.gif
0231,Phanpy,NA,Phanpy,https://img.pokemondb.net/sprites/scarlet-violet/icon/phanpy.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/phanpy.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/phanpy.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/phanpy.gif,https://play.pokemonshowdown.com/sprites/ani/phanpy.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/phanpy.gif,phanpy.gif,assets/sprites/gif/phanpy.gif
0232,Donphan,NA,Donphan,https://img.pokemondb.net/sprites/scarlet-violet/icon/donphan.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/donphan.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/donphan.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/donphan.gif,https://play.pokemonshowdown.com/sprites/ani/donphan.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/donphan.gif,donphan.gif,assets/sprites/gif/donphan.gif
0233,Porygon2,NA,Porygon2,https://img.pokemondb.net/sprites/scarlet-violet/icon/porygon2.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/porygon2.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/porygon2.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/porygon2.gif,https://play.pokemonshowdown.com/sprites/ani/porygon2.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/porygon2.gif,porygon2.gif,assets/sprites/gif/porygon2.gif
0234,Stantler,NA,Stantler,https://img.pokemondb.net/sprites/scarlet-violet/icon/stantler.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/stantler.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/stantler.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/stantler.gif,https://play.pokemonshowdown.com/sprites/ani/stantler.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/stantler.gif,stantler.gif,assets/sprites/gif/stantler.gif
0235,Smeargle,NA,Smeargle,https://img.pokemondb.net/sprites/scarlet-violet/icon/smeargle.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/smeargle.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/smeargle.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/smeargle.gif,https://play.pokemonshowdown.com/sprites/ani/smeargle.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/smeargle.gif,smeargle.gif,assets/sprites/gif/smeargle.gif
0236,Tyrogue,NA,Tyrogue,https://img.pokemondb.net/sprites/scarlet-violet/icon/tyrogue.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tyrogue.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/tyrogue.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/tyrogue.gif,https://play.pokemonshowdown.com/sprites/ani/tyrogue.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/tyrogue.gif,tyrogue.gif,assets/sprites/gif/tyrogue.gif
0237,Hitmontop,NA,Hitmontop,https://img.pokemondb.net/sprites/scarlet-violet/icon/hitmontop.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hitmontop.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/hitmontop.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/hitmontop.gif,https://play.pokemonshowdown.com/sprites/ani/hitmontop.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/hitmontop.gif,hitmontop.gif,assets/sprites/gif/hitmontop.gif
0238,Smoochum,NA,Smoochum,https://img.pokemondb.net/sprites/scarlet-violet/icon/smoochum.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/smoochum.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/smoochum.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/smoochum.gif,https://play.pokemonshowdown.com/sprites/ani/smoochum.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/smoochum.gif,smoochum.gif,assets/sprites/gif/smoochum.gif
0239,Elekid,NA,Elekid,https://img.pokemondb.net/sprites/scarlet-violet/icon/elekid.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/elekid.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/elekid.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/elekid.gif,https://play.pokemonshowdown.com/sprites/ani/elekid.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/elekid.gif,elekid.gif,assets/sprites/gif/elekid.gif
0240,Magby,NA,Magby,https://img.pokemondb.net/sprites/scarlet-violet/icon/magby.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/magby.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/magby.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/magby.gif,https://play.pokemonshowdown.com/sprites/ani/magby.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/magby.gif,magby.gif,assets/sprites/gif/magby.gif
0241,Miltank,NA,Miltank,https://img.pokemondb.net/sprites/scarlet-violet/icon/miltank.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/miltank.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/miltank.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/miltank.gif,https://play.pokemonshowdown.com/sprites/ani/miltank.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/miltank.gif,miltank.gif,assets/sprites/gif/miltank.gif
0242,Blissey,NA,Blissey,https://img.pokemondb.net/sprites/scarlet-violet/icon/blissey.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/blissey.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/blissey.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/blissey.gif,https://play.pokemonshowdown.com/sprites/ani/blissey.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/blissey.gif,blissey.gif,assets/sprites/gif/blissey.gif
0243,Raikou,NA,Raikou,https://img.pokemondb.net/sprites/scarlet-violet/icon/raikou.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/raikou.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/raikou.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/raikou.gif,https://play.pokemonshowdown.com/sprites/ani/raikou.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/raikou.gif,raikou.gif,assets/sprites/gif/raikou.gif
0244,Entei,NA,Entei,https://img.pokemondb.net/sprites/scarlet-violet/icon/entei.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/entei.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/entei.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/entei.gif,https://play.pokemonshowdown.com/sprites/ani/entei.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/entei.gif,entei.gif,assets/sprites/gif/entei.gif
0245,Suicune,NA,Suicune,https://img.pokemondb.net/sprites/scarlet-violet/icon/suicune.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/suicune.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/suicune.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/suicune.gif,https://play.pokemonshowdown.com/sprites/ani/suicune.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/suicune.gif,suicune.gif,assets/sprites/gif/suicune.gif
